微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IrZrXh2NS,【#全国新增1982例#，#全国累计确诊9692例#】据国家卫健委官网，1月30日0-24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例1982例，新增重症病例157例，新增死亡病例43例（湖北省42例、黑龙江省1例），新增治愈出院病例47例，新增疑似病例4812例。　　截至1月30日24时，国家卫生健康委收到31个省（自治区、直辖市）和新疆生产建设兵团累计报告确诊病例9692例（四川省累计确诊病例核减1例），现有重症病例1527例，累计死亡病例213例，累计治愈出院病例171例，共有疑似病例15238例。　　目前累计追踪到密切接触者113579人(北京市核减21例），当日解除医学观察4201人，共有102427人正在接受医学观察。　　累计收到港澳台地区通报确诊病例28例：香港特别行政区12例，澳门特别行政区7例，台湾地区9例。 #共同战疫# #最新疫情# 原图 ,,http://wx4.sinaimg.cn/large/b2b28b54ly1gbffr2rsf8j20u00wi76v.jpg,无,无,2020-01-31 08:24,iPhone 7,13,12,14
IrVrFijTM,#抗击新型肺炎我们在行动##共同战疫# 【不见面办业务！市人社局在线经办服务指南来了】为避免出现人员集聚办理业务的情况，市人社部门将涉及用人单位和个人高频的各类人社服务事项推至网上办理、掌上办理，详细清单戳下图⬇️⬇️⬇️不见面，办业务无需出门，减少人群集聚，省事省力省心 [组图共5张] 原图 ,,"http://ww4.sinaimg.cn/large/b2b28b54ly1gbey2geh2ij214s243u0x.jpg,http://ww2.sinaimg.cn/large/b2b28b54ly1gbey2i8w28j20zk0aywhs.jpg,http://ww1.sinaimg.cn/large/b2b28b54ly1gbey2llsdmj214s10gwsj.jpg,http://ww3.sinaimg.cn/large/b2b28b54ly1gbey2nohwlj20zk0il449.jpg,http://ww2.sinaimg.cn/large/b2b28b54ly1gbey2833fij20zk0mugs9.jpg",无,无,2020-01-30 22:13,iPhone 7,51,9,15
IrVh6tPyz,【#上海医疗专家组长回应党员上一线#：不要把我看得太了不起】新型冠状病毒感染肺炎上海医疗救治专家组组长张文宏：党员非党员在职责面前没有区别，但我们入党时讲好的，危险时要冲在前面，这样我们能迅速排好班。希望大家不要把我看得太了不起，如果要关心，多关心武汉的医生们！ http://t.cn/A6PSmOiv ,,无,无,无,2020-01-30 21:47,iPhone 7,54,10,11
IrUG57r8N,【警方通报：#打护士肺炎病人家属被刑拘#】2020年1月30日0时15分，硚口区公安分局接到市四医院（西区）报警称：“医院12楼有病人家属打医院护士”。分局调派民警赶赴现场处置。民警进入隔离病区，将打人者柯某带离现场到派出所接受调查。经查：柯某的岳父（68岁）因病毒性肺炎于当日在医院去世，柯某情绪激动，抓扯并殴打医生头部和颈部，医生的口罩、防护服也被扯坏，扰乱了医院正常秩序。目前，硚口警方已经刑事立案，依法对柯某刑事拘留。警方将切实保护医务人员和人民群众生命安全，坚决维护医疗秩序。 原图 ,,http://wx1.sinaimg.cn/large/b2b28b54ly1gbeuook5rtj20kv09ewh4.jpg,无,无,2020-01-30 20:15,iPhone 7,36,8,34
IrUyf2V2m,#辟谣##抗击新型肺炎我们在行动##共同战疫# 近日，网上流传“苏州母子医院产妇感染新型冠状病毒”。今天，市立医院相关负责人向记者表示，该消息不实，该院未发现产妇为新型冠状病毒感染的肺炎病例。苏州市立医院党办相关负责人介绍，近日，一产妇入住苏州市立医院本部产科，入院前，医生询问是否去过湖北或有相关接触史，产妇予以否认。尔后，该产妇开始出现发热、咳嗽症状，她表示，其父母近期去过湖北武汉。市立医院立即对其隔离，进行采样。我市疾控部门对其密切接触者进行医学观察。样本经市疾病预防控制中心检测，结果为阴性。该负责人表示，医院按照江苏省突发公共卫生事件一级响应开展相关工作，请广大市民不造谣、不信谣、不传谣。 原图 ,,http://wx2.sinaimg.cn/large/b2b28b54ly1gbeu4l3pvzj20ku0ba754.jpg,无,无,2020-01-30 19:56,iPhone 7,286,5,66
IrUsf45vw,#抗击新型肺炎我们在行动##共同战疫# 【直击苏城交通疫情阻击第一线】今天，记者深入苏州火车站、高速公路收费站和轨道交通部分站点，了解苏州交通疫情联防联控情况。在这些抵御疫情的“前哨站”，苏州交通人一丝不苟，逢车必检、逢人必测，全力守护公共安全，展示了苏州交通人打赢这场疫情阻击战的信心和决心，他们用24小在岗在职、守土尽责，换取苏城人民的宽心。via：引力播 [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/b2b28b54ly1gbetolk5blj20m80go0x8.jpg,http://ww3.sinaimg.cn/large/b2b28b54ly1gbetonn6wkj20m80eewgn.jpg,http://ww3.sinaimg.cn/large/b2b28b54ly1gbetoptz79j20m80go0x2.jpg,http://ww2.sinaimg.cn/large/b2b28b54ly1gbetoqo9a8j20m80go788.jpg,http://ww3.sinaimg.cn/large/b2b28b54ly1gbetory3fjj20ii0bg40m.jpg,http://ww4.sinaimg.cn/large/b2b28b54ly1gbetosduajj20m80d7dhx.jpg,http://ww3.sinaimg.cn/large/b2b28b54ly1gbetoknoyej20m80dsjuf.jpg,http://ww2.sinaimg.cn/large/b2b28b54ly1gbetoswfd8j20m80f50w0.jpg,http://ww2.sinaimg.cn/large/b2b28b54ly1gbetotfmicj20m80d5tb5.jpg",无,无,2020-01-30 19:41,iPhone 7,99,10,77
IrTADDT8Y,#虚假截获顺丰口罩男子行拘15日#【造谣顺丰快递员拦截口罩，男子被行拘15日】 1月30日，云南省昆明盘龙公安分局发布通报称，张某杰、苗某任两人非顺丰员工，无截获、占有口罩行为，张某杰违法行为构成寻衅滋事，对其给予治安拘留15日行政处罚。此前该男子拍虚假视频称“截获”顺丰口罩并叫卖。@老板联播 http://t.cn/A6PSMm1l ,,无,无,无,2020-01-30 17:29,iPhone 7,32,2,19
IrTg6E6iq,#抗击新型肺炎我们在行动##共同战疫# 【现场视频：苏州企业争分夺秒 援建武汉雷神山医院病房】新型冠状病毒感染的肺炎疫情，牵动着大家的心。苏州企业第一时间响应，连夜驰援武汉雷神山医院建设，殷弘集成房屋(苏州)有限公司援建的病房正在紧张有序施工中，现场视频记录下企业员工争分夺秒，援建病房的情况。http://t.cn/A6PStMkf @新闻夜班车 @苏州新闻 @看苏州APP ,,无,无,无,2020-01-30 16:39,iPhone 7,57,5,13
IrTaQqEpA,【注意：天津#有患者4次检测才确诊#】据天津市疾控中心，天津第28例患者，男，55岁，为天津铁路动车客车段职工，与本单位多名新型冠状病毒感染的肺炎患者为密切接触者。该患者1月19日出现发热，1月25日两次核酸检测阴性，1月27日再次发热，1月28日核酸检测阴性，1月30日第四次检测为阳性。后经市专家组确诊为天津市第28例病例，目前生命体征平稳。 原图 ,,http://wx2.sinaimg.cn/large/b2b28b54ly1gbeo1nb8uyj20j60j6acc.jpg,无,无,2020-01-30 16:26,iPhone 7,33,4,16
IrT8Vn2km,#抗击新型肺炎我们在行动##防控新型肺炎##共同战疫# 【蓝绍敏：全力以赴做好市场保供稳价工作】今天，省委常委、市委书记蓝绍敏调研疫情防控期间民生保障和市场保供工作。他强调，要全力做好市场保供稳价工作，确保市民“菜篮子”、“米袋子”以及各类生活用品充足，为打赢疫情防控阻击战提供有力保障。详情内容戳链接：http://t.cn/A6PSthWf [组图共5张] 原图 ,,"http://ww2.sinaimg.cn/large/b2b28b54ly1gbenw0qr2tj20xy0jl7wh.jpg,http://ww4.sinaimg.cn/large/b2b28b54ly1gbenvxijjrj20yw0jlkjl.jpg,http://ww2.sinaimg.cn/large/b2b28b54ly1gbenw51vxoj20yb0jmhdt.jpg,http://ww3.sinaimg.cn/large/b2b28b54ly1gbenw9636oj20ys0jl4qp.jpg,http://ww4.sinaimg.cn/large/b2b28b54ly1gbenwbor03j20y50jitzk.jpg",无,无,2020-01-30 16:21,iPhone 7,28,0,7
IrSQK4DJ4,【#女军医摘下口罩后流泪# 你们是最美的玫瑰！ 】郭玮，空军军医大学医疗队第四护理副组长，超负荷工作，浑身衣服湿透，长时间佩戴护目镜和口罩，她和很多战友脸颊都过敏红肿。看到自己摘下口罩的照片，她转过身流下了眼泪…“别哭！在疫区、在奋斗，你们最美！”（李芳） http://t.cn/A6Pi1Rp4  ,,无,无,无,2020-01-30 15:36,iPhone 7,36,5,3
IrRPns8rL,#共同战疫##抗击新型肺炎我们在行动##防控新型肺炎# 【关于苏州市轨道交通运营调整的公告】尊敬的乘客：为全力做好新型冠状病毒感染肺炎的疫情防控，苏州市轨道交通集团对线网运营服务做如下调整：自2020年1月30日起至另有通知时止，苏州市轨道交通1、2、3、4号线运营服务时间均调整为7:00-21:00，全天运行行车间隔均调整为15分钟左右。请广大乘客朋友合理安排出行，乘车全程佩戴口罩。后续若行车计划再有调整，将另行通告。市民乘客可留意车站告示或通过苏州轨道交通官方网站、微博进行查询。感谢广大乘客的理解与配合！ @苏州轨道交通szrailtransit @苏州地铁帮 原图 ,,http://wx3.sinaimg.cn/large/b2b28b54ly1gbei3ho19cj20gv0k7q5d.jpg,无,无,2020-01-30 13:00,iPhone 7,29,5,12
IrQlfipTv,#岩松帮你问#【#李兰娟回应返程人员是否要隔离#】李兰娟：每个人对自己的健康情况要清楚，单位也要清楚。如果你从来没有去过疫区，没接触过感染的人，身体健康，体温正常，回程后也是健康的，那没必要隔离；如果你曾经接触过疫区，就要坚持医学观察，确保没有感染；如果已经感染，一定要严格做到两次病毒检测都是阴性后再回去。单位也应该对进入的人进行调查，这样才能防止在大城市的流行。 http://t.cn/A6PXfGGT ,,无,无,无,2020-01-30 09:13,iPhone 7,19,5,9
IrMfsEcoB,#共同战疫#【转发周知！#病毒在毛质衣物上存活时间更短#】呼吸与危重症专家：病毒在衣服上存活的时间很短，短的几分钟，长的几个小时。一般越光滑的地方，病毒越容易存活。病毒在毛织品上存活时间相对要短，在空气中、在飞沫中存活的时间更长。毛质衣物上，如果没有近距离接触，病毒存活可能性很小。 http://t.cn/A6P6pDtB ,,无,无,无,2020-01-29 22:48,iPhone 7,32,11,20
IrLSjsjXA,#共同战疫##防控新型肺炎##抗击新型肺炎我们在行动# 【“#爸爸妈妈在打仗#！” #夫妻档并肩作战抗击疫情#】苏州五院作为新型冠状病毒感染的肺炎定点收治医院之一，承担着收治患者的重任。自疫情发生以来，不少医护双职工家属并肩作战，奔波在抗击疫情最前线。张华和沈洁就是其中一对，除夕，夫妻俩告诉孩子：“爸爸妈妈在打仗，不能回去陪伴。” http://t.cn/A6PXzWRg   @荔枝新闻 ,,无,无,无,2020-01-29 21:51,iPhone 7,144,7,13
IrL7hhoVT,#武汉加油# #共同战疫# 【心连心手牵手，苏州和武汉共同战“疫”】#抗击新型肺炎我们在行动# 驰援武汉，苏州吹响集结号。1月28日，苏州首批支援湖北医疗队48名医护工作者启程，他们是最美的“逆行者”。武汉雷神山医院箱式房、口罩、医用酒精……苏州驰援武汉！没有过不去的坎儿，武汉加油！中国加油！ http://t.cn/A6P6OeWb @SBS暖视频 ,,无,无,无,2020-01-29 19:55,iPhone 7,164,13,13
IrKj2rGVE,【这个视频看到泪目 #加油武汉#！】这座城曾养育他们长大，如今她有了困难，武汉伢们定全力以赴助家乡渡过难关。这首歌由17位来自武汉的文艺工作者演唱，每人一部手机录下声音，用最动情的声音谱成最美合唱，只为能让每个中国人都记得武汉最美的样子！#你守护大家我守护你#，我们一定会战胜这一次疫情！  http://t.cn/A6P6JKKr ,,无,无,无,2020-01-29 17:51,iPhone 7,681,159,78
IrJwpyuUT,"【好消息！科研人员发现：#3种药物对病毒有较好抑制作用#】28日，一系列好消息从中国科学院武汉病毒研究所传出：该所刚研制出了用于研究的抗体检测试纸；同时，该所与军事医学科学院毒物药物研究所联合发现了在细胞层面上对新型冠状病毒(2019-nCoV)有较好抑制作用的雷米迪维或伦地西韦（ Remdesivir，GS-5734）、氯喹（Chloroquine,Sigma-C6628）、利托那韦（Ritonavir）等三种“老药物”。其后续的临床使用，正在走相关程序报批。http://t.cn/A6PiiWzh 原图 ",,http://wx2.sinaimg.cn/large/b2b28b54ly1gbdhfhc62qj20go0go40d.jpg,无,无,2020-01-29 15:51,iPhone 7,176,39,21
IrIRzroXv,#共同战疫# 【#一场同学会6人确诊#：平均年龄22岁】1月29日，合肥市卫健委公布了1月29日合肥市报告新型冠状病毒感染的肺炎疫情情况。其中多名男性患者因参加同学聚会确诊，平均年龄22岁。具体情况如下：确诊病例17：马某某，男，22岁，合肥市肥东县人，1月19日自武汉回肥，1月21日与同学在肥东聚会，1月22日发病，1月23日入肥东县医院就诊，1月25日入安医一附院就诊，1月28日确诊，目前病情较轻，病情稳定。确诊病例18：王某，男，22岁，合肥市肥东县人，1月21日与同学在肥东聚会，1月24日发病，1月25日入肥东县医院就诊，1月28日确诊，目前病情较轻，病情稳定。确诊病例19：许某某，男，22岁，现居合肥市新站区，1月6日从广西梧州返回合肥（未经过武汉），随后无外出，1月21日与同学在肥东聚会，1月25日发病，1月27日就诊于合肥京东方医院，1月28日确诊，目前病情较轻，病情稳定。确诊病例20：张某，男，22岁，现居合肥市肥东县，1月21日与同学在肥东聚会，1月24发病，1月25日入安医一附院就诊，1月28日确诊，目前病情较轻，病情稳定。确诊病例21：魏某某，男，24岁，现居合肥市瑶海区，1月21日与同学在肥东聚会，1月22日发病，1月25日入安医一附院就诊，1月28日确诊，目前病情较轻，病情稳定。确诊病例22：李某，男，22岁，合肥市肥东县人，发病前一直居住在肥东，1月21日与同学在肥东聚会，1月24日发病，1月25日入肥东县人民医院就诊，1月28日确诊，目前病情较轻，病情稳定。 原图 ,,http://wx1.sinaimg.cn/large/b2b28b54ly1gbdeiry8x2j20p00p0tco.jpg,无,无,2020-01-29 14:11,iPhone 7,82,6,24
IrHSn6KDt,#防控新型肺炎##抗击新型肺炎我们在行动# 【别慌！黄桥“菜篮子”量足价稳】最近，新型冠状病毒感染的肺炎疫情牵动着咱黄桥老百姓的心，而网络上关于超市抢购一空、菜价上涨的消息也引起了黄桥百姓的紧张与关注。黄桥两个主要的“菜篮子”供应场所——黄桥农贸市场和欧德福超市。目前，黄桥农贸市场和欧德福超市货源充足，未出现脱销，价格平稳。@苏州新闻@新闻夜班车 @看苏州APP [组图共4张] 原图 ,,"http://ww4.sinaimg.cn/large/b2b28b54ly1gbda56zdwrj20m80gotbe.jpg,http://ww3.sinaimg.cn/large/b2b28b54ly1gbda56m46uj20m80go0uv.jpg,http://ww3.sinaimg.cn/large/b2b28b54ly1gbda579hvxj20m80goq4n.jpg,http://ww2.sinaimg.cn/large/b2b28b54ly1gbda57logrj20m80gotb3.jpg",无,无,2020-01-29 11:40,iPhone 7,104,2,40
IrHQh4iCg,#共同战疫##防控新型肺炎##抗击新型肺炎我们在行动# 【注意！G524、S230相城段将实施临时交通管控】相城区新型冠状病毒感染的肺炎疫情防控指挥部发布通知，因道路施工和疫情防控需要，自2020年1月29日凌晨1:00起对G524 、S230相城段实施临时交通管控，届时过往的车辆可分别绕行至S228（苏虞张公路）、G312通行。恢复时间另行通知。 原图 ,,http://wx4.sinaimg.cn/large/b2b28b54ly1gbda0c7twyj20go0goabk.jpg,无,无,2020-01-29 11:35,iPhone 7,56,2,10
IrH8ObEGW,#全国累计确诊新型肺炎5974例#【#31省区市新增确诊1459例累计5974例#】1月28日0-24时，31个省（区、市）报告新增确诊病例1459例，新增重症病例263例，新增死亡病例26例（湖北省25例、河南省1例），新增治愈出院病例43例，新增疑似病例3248例（包括西藏1例）。　　截至1月28日24时，国家卫生健康委收到31个省（区、市）累计报告确诊病例5974例，现有重症病例1239例，累计死亡病例132例，累计治愈出院103例。现有疑似病例9239例。　　目前累计追踪到密切接触者65537人，当日解除医学观察1604人，现有59990人正在接受医学观察。　　累计收到港澳台地区通报确诊病例：香港特别行政区8例，澳门特别行政区7例，台湾地区8例。 原图 ,,http://wx1.sinaimg.cn/large/b2b28b54gy1gbd6x8zlpij20p00p0tco.jpg,无,无,2020-01-29 09:48,iPhone 7,61,3,46
IrGJanJu0,#共同战疫##防控新型肺炎##抗击新型肺炎我们在行动# 【江苏新增29例新型冠状病毒感染的肺炎确诊病例】2020年1月28日0-24时，江苏省报告新型冠状病毒感染的肺炎新增确诊病例29例。其中8个设区市新增确诊病例中，南京市4例、无锡市3例、苏州市8例、淮安市1例、盐城市5例、扬州市3例、泰州市4例、宿迁市1例。新增确诊病例中，13例有湖北居住史，13例有武汉旅行史，2例为此前确诊病例的密切接触者。年龄最大的73岁，最小的26岁。女性14人，男性15人。均已在定点医院救治，病情稳定。已追踪到密切接触者174人，均在接受隔离医学观察。截至1月28日24时，江苏省累计报告新型冠状病毒感染的肺炎确诊病例99例，其中，重症病例1例，出院病例1例。确诊病例中，南京市14例、无锡市9例、徐州市8例、常州市8例、苏州市20例、南通市6例、连云港市3例、淮安市3例、盐城市6例、扬州市8例、镇江市2例、泰州市8例、宿迁市4例；重症病例中，镇江市1例；出院病例中，苏州市1例。目前，江苏省追踪到密切接触者1535人，已解除医学观察52人，尚有1483人正在接受医学观察。专家提醒：请从武汉来江苏、去过武汉以及途经武汉来江苏的所有人员，主动、尽快到社区居（村）委会进行登记，并进行体温检测。如果没有症状，最好与家人在家进行医学观察14天，关注身体状况，每天早晚各测体温1次（包括家人），并记录在册。期间如出现呼吸道症状或发热，应拨打12320了解附近设有发热门诊的医疗机构信息，前往发热门诊就诊。避免采用公共交通，可以呼叫120或开车前往，开车时注意打开车窗保持通风，全程佩戴医用防护口罩。 原图 ,,http://wx3.sinaimg.cn/large/b2b28b54ly1gbd52gfifbj20z70g376v.jpg,无,无,2020-01-29 08:45,iPhone 7,255,99,165
IrCLDhNk9,#共同战疫##防控新型肺炎##抗击新型肺炎我们在行动# 【蓝绍敏检查调研：科学防治精准施策 阻断疫情传播】今天，省委常委、市委书记蓝绍敏检查调研蓝绍敏检查调研：科学防治精准施策 阻断疫情传播新型冠状病毒感染的肺炎疫情防控工作。他强调，要扎实做好联防联控联治各项工作，切实做到早发现、早报告、早隔离、早治疗，众志成城、齐心协力，坚决打赢疫情防控阻击战。@苏州新闻 @看苏州app [组图共6张] 原图 ,,"http://ww4.sinaimg.cn/large/b2b28b54ly1gbcnlhm724j20zk0k0458.jpg,http://ww2.sinaimg.cn/large/b2b28b54ly1gbcnli5do5j20zk0k00xh.jpg,http://ww1.sinaimg.cn/large/b2b28b54ly1gbcnliqkpgj20zk0k0jxd.jpg,http://ww4.sinaimg.cn/large/b2b28b54ly1gbcnljf3laj20zk0k0q9h.jpg,http://ww4.sinaimg.cn/large/b2b28b54ly1gbcnlk3p90j20zk0k0af1.jpg,http://ww4.sinaimg.cn/large/b2b28b54ly1gbcnlgg73lj20zk0k0q8u.jpg",无,无,2020-01-28 22:40,iPhone 7,197,5,26
IrCITBd4K,#防控新型肺炎##抗击新型肺炎我们在行动# 【关于强化道路客运管控措施的通告 第2号】为维护公众生命安全和身体健康，落实江苏省突发公共卫生事件一级响应，有效防止新型冠状病毒感染的肺炎疫情扩散和蔓延，根据苏州市新型冠状病毒感染的肺炎疫情防控指挥部《关于加强新型冠状病毒感染的肺炎疫情防控工作的通告（第 3 号）》要求，现就进一步强化道路客运管控措施通告如下：1.暂停运营所有出入苏州省际和市际客运班车、省际和市际客运包车，恢复时间另行通知。县际客运班车根据疫情发展情况适当缩减班次。汽车客运站免费为旅客办理退票手续。2.暂时关闭苏州南门汽车客运站、苏州汽车客运西站、吴中汽车客运站、昆山汽车客运北站、常熟汽车客运站、港城汽车站、浏河客运站等7个二级以上客运站，运营的客运站对进出站旅客及司乘人员全面实施体温检测。特此通告             苏州市新型冠状病毒感染的肺炎疫情                               防控指挥部交通管控组                                        2020年1月28日 原图 ,,http://wx3.sinaimg.cn/large/b2b28b54ly1gbcnf4odpnj20hs07lglw.jpg,无,无,2020-01-28 22:33,iPhone 7,64,11,20
IrCtda0hK,【李兰娟：实验室有重大好消息！#分离到三株新型冠状病毒毒株# 】国家卫健委高级别专家组成员、中国工程院院士李兰娟：我们实验室紧锣密鼓地开展了科学研究，现在已经分离到三株新型冠状病毒。我们接下来就要对它病毒的变异、病毒的致病力以及通过病毒来研究新型的疫苗，疫苗到研发出来到临床应用中同药物一样，要经过临床验证、临床试用，才能够最后应用到广大群众的预防当中，所以这还是要有个过程的。http://t.cn/A6Pxplnm ,,无,无,无,2020-01-28 21:54,iPhone 7,1016,74,113
IrCgdD75I,#钟南山强调目前不要出行#【钟南山：#疫情1周或10天左右达到高峰#，不会大规模增加了】钟南山：疫情什么时候达到高峰，很难绝对地估计。不过应该在一周或者十天左右达到高峰，不会大规模增加了。10到14天是一个很好的隔离观察期，潜伏期过去了，发病的及时治疗，没发病也就没病，所以#不会因春运返程出现大传染#，但排查的措施不能停。春节前我说过，请大家目前不要到处跑。现在我还是强调大家不要出行，特别是武汉一带的，这不仅仅是个人的事情，也是全社会的事情。@新华视点 [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/b2b28b54ly1gbclddvjnij20u01hcakc.jpg,http://ww3.sinaimg.cn/large/b2b28b54ly1gbcldepuwkj20u01hctit.jpg,http://ww1.sinaimg.cn/large/b2b28b54ly1gbcldfuiqbj20u01hc13x.jpg,http://ww3.sinaimg.cn/large/b2b28b54ly1gbcldcj5olj20u01hcaix.jpg,http://ww1.sinaimg.cn/large/b2b28b54ly1gbcldgsukaj20u01hcwoj.jpg,http://ww3.sinaimg.cn/large/b2b28b54ly1gbcldhug2aj20u01hcgw4.jpg,http://ww4.sinaimg.cn/large/b2b28b54ly1gbcldk1pauj20u01hc49a.jpg,http://ww4.sinaimg.cn/large/b2b28b54ly1gbcldl3zm9j20u01hcqcs.jpg,http://ww3.sinaimg.cn/large/b2b28b54ly1gbcldm2jc8j20u01hcthv.jpg",无,无,2020-01-28 21:22,iPhone 7,125,27,27
IrAVzewN2,#钟南山为支援湖北医疗队加油#【“我向你们致敬！”钟南山院士发声！为支援湖北医疗队战友们加油】钟南山院士发声，为支援湖北医队的战友们加油！他说，“你们是去最艰苦、最前线、最困难、最容易受感染的地方战斗，我向你们致敬！应该相信，情况会慢慢好的，特别是克强总理到了武汉。我们必须要有一个坚强的斗志，克服各种困难，要尽我们的责任，更要保护好自己，才能够救治别人。” http://t.cn/A6PxNLa8 ,,无,无,无,2020-01-28 17:59,iPhone 7,257,25,28
IrACh7Pjs,【#郑州超市一颗白菜卖63被罚50万#  超市急换价签降低价格】26日，郑州大商超市和世纪华联超市菜品价格暴涨，一颗白菜卖出63元高价。27日，郑州市委宣传部通报称，郑州市场监管局介入调查，对大商超市负责人进行了行政约谈，并作出50万元的行政处罚。拍者回访涉事连锁超市发现，工作人员正在更换价签。#聚焦新型肺炎# http://t.cn/A6PMzI9T ,,无,无,无,2020-01-28 17:11,iPhone 7,390,18,103
Iry1QxH0G,【#全国累计确诊4515例#，#全国新增确诊1771例#】#全国确诊病例# 1月27日0-24时，30个省（区、市）报告新增确诊病例1771例，新增重症病例515例，新增死亡病例26例（湖北省24例、北京市1例、海南省1例），新增治愈出院病例9例，新增疑似病例2077例。  截至1月27日24时，国家卫生健康委收到30个省（区、市）累计报告确诊病例4515例，现有重症病例976例，累计死亡病例106例，累计治愈出院60例。现有疑似病例6973例。目前累计追踪到密切接触者47833人，当日解除医学观察914人，现有44132人正在接受医学观察。累计收到港澳台地区通报确诊病例：香港特别行政区8例，澳门特别行政区7例，台湾地区5例。 原图 ,,http://wx3.sinaimg.cn/large/b2b28b54ly1gbc2ozxa5ij20p00p0tco.jpg,无,无,2020-01-28 10:36,iPhone 7,28,36,114
IrtcHnDGk,【#空军医疗队接管武昌医院重症医学科#】26日，空军军医大学医疗队进入武昌医院ICU病房，了解了危重病人的基本情况，共同制定救治方案。目前，14名重症患者病情基本平稳，4名极危重患者情况也在好转。ICU医护人员将24小时监测病人情况。今晨，15名医护人员进入病区查房，与院内医护人员分别对接患者情况和工作，全面查看了患者病情，并对医嘱、病历等系统进行了完善。@央广军事 [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/b2b28b54ly1gbbhe23l8sj20sg0izwhi.jpg,http://ww4.sinaimg.cn/large/b2b28b54ly1gbbhe2xg8kj21900u0ai9.jpg,http://ww2.sinaimg.cn/large/b2b28b54ly1gbbhe4w9fij21900u0wjv.jpg,http://ww2.sinaimg.cn/large/b2b28b54ly1gbbhe1lvo4j21900u0tf8.jpg,http://ww2.sinaimg.cn/large/b2b28b54ly1gbbhe5i4vuj21900u0zqu.jpg,http://ww3.sinaimg.cn/large/b2b28b54ly1gbbhe610qzj21900u0af8.jpg,http://ww2.sinaimg.cn/large/b2b28b54ly1gbbhe6vhj3j21900u0n57.jpg,http://ww1.sinaimg.cn/large/b2b28b54ly1gbbhe43ozjj21900u0445.jpg,http://ww3.sinaimg.cn/large/b2b28b54ly1gbbhe7odrcj21900u046q.jpg",无,无,2020-01-27 22:19,iPhone 7,32,1,2
IrpEbg0Lu,#防控新型肺炎##抗击新型肺炎我们在行动# 【高新区人民医院开出苏州首家心理救援热线】每天面对网络上的各种新闻报道、实时数据、救援信息让本就紧张的神经变得更加敏感。面对危及生命的灾难时，我们都可能出现一些与平常不一样的心理应激反应. 对这场疫情有些人无法控制的紧张、担心、焦虑、恐惧情绪，担心会不会被感染，甚至出现对传染来源、对政府、对干预措施的抱怨、愤怒；对疾病得不到控制的愤怒和无助、绝望；也可能变得情绪不稳定，容易激惹，对待家人、外人没有耐心等。苏州高新区人民医院国际医学部开通了心理救援电话15962433305  面向全社会开放；针对疫情恐慌及失眠电话咨询。@健康苏州 @健康江苏微博 原图 ,,http://wx2.sinaimg.cn/large/b2b28b54gy1gbb1o2bb5ej20go0goabk.jpg,无,无,2020-01-27 13:16,iPhone 7,503,32,46
IrnMy2WSZ,#全国确诊新型肺炎病例#【#全国新型肺炎新增769例#】1月26日0-24时，30个省（区、市）报告新增确诊病例769例，新增重症病例137例，新增死亡病例24例（湖北省24例），新增治愈出院病例2例，新增疑似病例3806例。截至1月26日24时，国家卫生健康委收到30个省（区、市）累计报告确诊病例2744例，现有重症病例461例，累计死亡病例80例，累计治愈出院51例。现有疑似病例5794例。目前累计追踪到密切接触者32799人，当日解除医学观察583人，现有30453人正在接受医学观察。累计收到港澳台地区通报确诊病例：香港特别行政区8例，澳门特别行政区5例，台湾地区4例。另外，累计收到国外通报确诊病例：泰国7例，日本3例，韩国3例，美国3例，越南2例，新加坡4例，马来西亚3例，尼泊尔1例，法国3例，澳大利亚4例。 原图 ,,http://wx3.sinaimg.cn/large/b2b28b54gy1gbatghywj8j20go0gogng.jpg,无,无,2020-01-27 08:31,iPhone 7,41,5,21
Irk7XrZlw,#防控新型肺炎##抗击新型肺炎我们在行动# 【紧急扩散！急寻2020年1月22日G1766次16车乘客！】紧急扩散！紧急扩散！紧急扩散！急寻2020年1月22日G1766次16车乘客！1月22日，由武汉出发G1766次列车至上海虹桥（苏州北站下车），16车发现1名新型冠状病毒感染的肺炎确诊病例。请同车旅客致电苏州市疾控中心应急值班电话18962168613，有专业人员为你指导！ 原图 ,,http://wx4.sinaimg.cn/large/b2b28b54gy1gbadb43oe1j20rs0rsh56.jpg,无,无,2020-01-26 23:12,iPhone 7,670,997,192
Irk2RygeI,#防控新型肺炎##抗击新型肺炎我们在行动# 【山塘街景区实施封闭式管理】为进一步做好新型冠状病毒的肺炎疫情防控工作，确保广大人民群众的健康安全，根据《关于全区歌舞娱乐场所、网吧、游艺场所、景区景点、体育场馆、校外培训机构等单位暂停营业开放的通告》，山塘街景区已实施封闭式管理。目前，姑苏区虎丘街道已在景区渡僧桥口、北浩弄口、新民桥两侧（包括玉涵堂口、山塘街西段）出入口实施封闭，设施隔离设施，并重新调整了安保力量。山塘街景区商铺店主也已自行闭店。@苏州园林 @苏州文化旅游资讯 原图 ,,http://wx2.sinaimg.cn/large/b2b28b54gy1gbacxw4s4rj20hs07lglw.jpg,无,无,2020-01-26 23:00,iPhone 7,90,7,14
