微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IqnUlgqMD,#徐州生活#【徐州春节网红打卡地来袭！管道灯展最全攻略奉上】“管道社区的花灯顶呱呱”，说起徐州有名又免费的花灯，很多人首先想到的就是管道社区的花灯展，已经连续举办了十多届。今年管道社区的花灯仍继续举办，有不少亮点和新意。灯展时间：1月23日（年二十九）——1月29日（年初五），花灯开放时间为下午5：30——晚12：30；1月30日（年初六）——2月6日（正月十三），花灯开放时间为下午5:30——晚10：30。“今年是我们社区连续15年举办花灯展，今年的花灯展不光体量大、数量大，和以往不同的是，今年很多花灯都是从四川自贡请来的大师傅手工扎制的，所有手工制作的自贡花灯大师傅们忙活了一个月才完工。”管道社区业主委员会张孝明主任介绍说，手工制作的花灯惟妙惟肖、活灵活现，非常有看头，欢迎各方来客前来观赏。 [组图共7张] 原图 ,,"http://ww3.sinaimg.cn/large/d17838b9gy1gb30h1tl9ij20ix0c14hv.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gb30h1u6bij20ja09r1c9.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gb30h1yk4cj20jj0cex3c.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gb30h248qij20j90ca4n1.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gb30h1z5vej20jl0ckkha.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gb30h20ptlj20j20c5qm9.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gb30h23hlqj20jl0bvwvi.jpg",无,无,2020-01-20 19:00,微博 weibo.com,5,2,0
Iqnw5vbfB,#徐州发布#【春节前，书记市长来到他们家】在新春佳节即将来临之际，市委书记周铁根、市长庄兆林、市政协主席王安顺深入睢宁县、贾汪区，看望慰问困难群众、老党员、优抚对象和老人，向他们致以新春问候和美好祝愿，送去党和政府的关爱与温暖。 春节前，书记市长来到他们家  ,,无,无,无,2020-01-20 18:00,微博 weibo.com,4,1,2
Iqn7DjzaW,#晚饭加个菜#【香辣鸡爪排骨煲】冬天的下午就要吃暖心的滋补锅啊~豆瓣酱和和朝天椒炒出的酱料香辣浓郁，甜玉米和蘑菇中和了油腻增加鲜味，排骨和鸡爪软烂入味，肉质紧实，一锅超满足~菜谱详情→懒饭App的微博视频  ,,无,无,无,2020-01-20 17:00,微博视频号,4,2,0
IqmJh2qL5,#徐州天气# 【本周多阴雨雪】本周暖湿气流活跃，我市处在雨雪区的北部边缘，多阴雨雪。其中，21到22日阴有小雨。25日到26日降水偏南，我市部分地区有雨夹雪或雪。周末冷空气南下，气温有所下降。周最低气温-4℃左右，最高气温10℃左右。本周初受弱高压脊控制，风力较小。21日后气压梯度增大，风力逐渐增大，对污染物的扩散和稀释较为有利。 原图 ,,http://wx3.sinaimg.cn/large/d17838b9gy1gb306uf4r0j20bd0ihdhj.jpg,无,无,2020-01-20 16:00,微博 weibo.com,4,1,0
Iql9RvxY0,#午间分享# 【#大寒#来啦，准备回家过年！】今天22时55分，大寒。大寒是二十四节气最后一个节气，年味渐浓，凛冽的寒风挡不住人们团圆的热情。转起~回家过年啦！  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/d17838b9gy1gb2shlplicj20j60j60uu.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gb2shlp4vgj20j60j60v1.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gb2shlq1ljj20j60j6di2.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gb2shlsevqj20j60j6n00.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gb2shls0raj20j60j6n0b.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gb2shlrxfyj20j60j676p.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gb2shlw4agj20j60j641x.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gb2shlx56xj20j60j6jtq.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gb2shlxhkoj20j60j6juh.jpg",无,无,2020-01-20 12:00,微博 weibo.com,3,2,2
IqkTCtuEu,#交通出行# 【注意！今日起，这两个路段启用专用检测通道及电子抓拍】2020年1月20日零时起，徐州市公安局交警支队、徐州市公路管理处决定：启用104国道(K857+850-K858+800，睢宁县开发区路段)和206国道(K751+450，贾汪区江庄镇路段)货车(含专项作业车)专用检测通道及电子抓拍系统。货车(含专项作业车)未按照交通标志、标线指示进入专用通道通行接受检测的、超限超载的、遮挡和污损机动车号牌或采取安装翻牌器等手段逃避检测的、车辆逆向行驶的、闯卡拒检或故意损坏检测设施以及故意堵塞车道扰乱检测秩序的，公安机关、交通运输部门将依法予以处罚，对情节严重构成犯罪的依法追究刑事责任。 原图 ,,http://wx4.sinaimg.cn/large/d17838b9gy1gb2so7asjsj20ew08nq36.jpg,无,无,2020-01-20 11:20,微博 weibo.com,4,4,0
IqkDo0UR8,#徐州生活# 【不想“每逢佳节胖三斤”，这些活动你绝对感兴趣】每逢佳节胖三斤，仔细一瞧三公斤。减肥拼命小半年，未到功成又过年。春节马上来临，大徐要提醒大家过年也要锻炼！锻炼！锻炼！但是，大过年的，要去哪锻炼健身呢？徐州好多体育场馆春节不放假哦！大徐给大家整理好了具体名单，快收藏起来吧！ [组图共4张] 原图 ,,"http://ww3.sinaimg.cn/large/d17838b9gy1gb2sbp91lsj20ku0q2qh5.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gb2sbpcb0dj20kx0q04ax.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gb2sbp9uilj20kx0q04ax.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gb2sbp868xj20kr0con36.jpg",无,无,2020-01-20 10:40,微博 weibo.com,9,6,1
IqjYVhRum,#徐州生活#【徐州跨境电商再迎重磅利好：这些进口商品都能在家门口买到了！】1月17日，国家商务部、发改委、财政部、海关总署、税务总局、市场监管总局等六部委联合印发《关于扩大跨境电商零售进口试点的通知》（商财发〔2020〕15号），将徐州等50个城市（地区）及海南全岛纳入跨境电商零售进口试点范围。这是继2019年12月徐州获批国家级跨境电子商务综合试验区后，徐州跨境电商迎来的又一重磅利好消息。徐州被纳入跨境电商零售进口试点，将带来哪些利好？↓↓↓（编辑X5598） http://t.cn/A6v8zFq0 ,,无,无,无,2020-01-20 09:00,微博 weibo.com,4,2,0
IqjIyyEka,#徐州生活#【期待！城东高架快速路东段今年上半年通车！】据徐州市交通局披露，城东高架快速路东段（城东大道汉源大道以东路段）预计2020年上半年建成通车，西段因增加了徐州城市综合管廊主干线，在管廊施工完成后方可进行高架桥主体工程施工，春节后将陆续进行开复工施工，估计2021年底能将全线建成通车。工程全线通车后，城东大道快速路将与徐州高铁东站、高速公路的城东出口实现无缝对接，途中没有红绿灯，出行时间至少缩短三分之二！（编辑X5598） [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/d17838b9gy1gb22gaoldzj20sg0g2tb6.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gb22gap7rdj20sg0gstbb.jpg",无,无,2020-01-20 08:20,微博 weibo.com,15,3,4
Iqjsk85Pt,#徐州生活#【《徐州市残疾人保障条例》2020年5月起施行】《徐州市残疾人保障条例》已由徐州市第十六届人民代表大会常务委员会第三十二次会议于2019年12月25日制定，经江苏省第十三届人民代表大会常务委员会第十三次会议于2020年1月9日批准，现予公布，自2020年5月1日起施行。（编辑X5598） http://t.cn/A6vQOTx8 ,,无,无,无,2020-01-20 07:40,微博 weibo.com,8,7,1
Iqjc5lvDC,#徐州天气#【上班天气提示】今天早晨7时到9时，我市多云到晴，偏西风3到4级，气温-4℃到1℃，有冰冻。徐州气象台19日17时发布 （编辑X5598）  ,,无,无,无,2020-01-20 07:00,微博 weibo.com,2,1,0
IqiZUm8xB,#早安徐州# 把懒惰放一边，把丧气的话收一收，把积极性提一提，把矫情的心放一放，所有想要的，都得靠自己的努力才能得到。早安，共勉！（编辑X5598）  原图 ,,http://wx2.sinaimg.cn/large/d17838b9gy1gb24b6qvkaj20m80dgmxe.jpg,无,无,2020-01-20 06:30,微博 weibo.com,6,3,0
微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IBmfvh3Ds,#晚安徐州# 只有极其努力，才能看起来毫不费力！晚安！  原图 ,,http://wx2.sinaimg.cn/large/d17838b9gy1gdebpdsuquj20sg0fzgoe.jpg,无,无,2020-04-01 23:00,微博 weibo.com,21,3,4
IBlR9ijYJ,#重点关注#  【助人自助，温暖你我】“大连”小伙、“雨衣妹妹”、快递小哥汪勇……来自四面八方、各行各业的志愿者，用点滴的爱心付出，与疫情斗争、为战疫服务。涓滴成河，当千千万万颗爱心凝聚在一起，再冷的寒冬终将消解，共同迎来春暖花开。共青团中央的秒拍视频  ,,无,无,无,2020-04-01 22:00,微博视频号,3,1,0
IBlsNBmMB,#交通出行# 【@徐州人，黄河路西延（一期）即将通车啦】近日，黄河路西延（一期）工程建成，即将通车。目前工程已接近尾声，计划4月通车。黄河路西延（一期）工程是今年区城建重点工程(续建)项目，东起大学路西至迎新路，道路全长约765m，展宽段红线宽度为55.75m，一般路段红线宽度为52.5m，主路双向六车道，辅路双向四车道。项目实施内容包括路基路面、边坡防护、雨污水管道、照明、绿化、交通监控等。目前，工程路基路面、交通标线、边坡防护、雨污水设施等已经实施完毕，路灯安装和行道树栽植近期完成。黄河路西延工程通车可以改善沿线居民生活，进一步提升城市道路的运行能力，加速南区融入主城区，推动徐州国家高新区、徐州新城区物流园等沿线产业片区的快速发展。 [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/d17838b9gy1gdedh8n7ppj20rs0ijmzb.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gdedh8nixnj20lw0fh40s.jpg",无,无,2020-04-01 21:00,微博 weibo.com,4,1,4
IBl4sgdT5,#徐州生活# 【#大徐视觉# 来云端赏一场花事，拥抱最美春光吧！】洁白的梨花点缀在枝头一团团、一簇簇...清香四溢，惹人怜爱。又到一年一度丰县梨花节。丰县拥有着“中国最美梨花海”，大沙河沿岸百万亩连片果园，被誉为淮海地区的生态奇迹。每年梨花盛开时节，数万亩梨花竞相开放，形成“梨花香雪海”的壮丽景观。果都丰县，年年都办梨花节。与往年不同，今年，大家可体验赏花观景新模式—— “云端赏梨花”。中国丰县第21届梨花节，“网”约百里故黄河，“云”游万顷梨花海。时间：3月26日-4月6日。来云端赏一场花事，拥抱最美春光吧！http://t.cn/A6ZNlvaQ [组图共6张] 原图 ,,"http://ww3.sinaimg.cn/large/d17838b9gy1gdedv5pn9lj20u00k0ql2.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gdedv5penxj20u00k0kc4.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gdedv5mlhzj20u00k0dw4.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gdedvd41xpj21400u0kjo.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gdedvcnpaqj21900u0u0x.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gdedvc4q17j21900u0kjl.jpg",无,无,2020-04-01 20:00,微博 weibo.com,13,3,0
IBkG5p1C2,#徐州生活# 【好消息！徐州今年将新辟调整优化34条公交线路】近日，大徐从全市运管工作会议上获悉，我市今年将新辟优化调整公交线路34条，其中市区20条，使市区城市公共交通分担率达30%。“2020年是我市创建省公交优先示范城市的收官之年。全面落实《徐州市公交优先示范城市三年行动计划》，我市将加快公交站场建设和公交换乘优惠政策落地，并持续推进城市公交线网优化调整。结合轨道交通一号线、二号线开通和市民出行需求，做好公交线路衔接和优化调整工作。”市运管处相关负责人说。我市将新辟、优化调整公交线路34条，其中市区20条。市区城市公共交通分担率达30%。全市将新增新能源公交车306辆，其中市区130辆，清洁能源及新能源公交车占比达83%；更新国六标准清洁能源及新能源出租车1825辆，国六标准清洁能源及新能源出租车占比达80%。加快推进淮海城市群公共交通互联互通，加快推进徐州至淮北、枣庄以及直达各县的城际公交开通。推动铜山区、贾汪区、开发区城乡班车公交化改造。争取财政资金，会同辖区政府、交通控股集团、公交公司等，制定城区公共交通一体化实施方案，推进城乡班车收购和资源整合，优化公交线网设置，保障三地居民尽快享受到同城公交待遇。 原图 ,,http://wx2.sinaimg.cn/large/d17838b9gy1gded4zwoqtj20j60cw3zv.jpg,无,无,2020-04-01 19:00,微博 weibo.com,14,1,6
IBkFIEIXP,#徐州生活# 【开学的最新消息来了！还有暑假和考试时间】刚刚，徐州市教育局官方微信“徐州教育”发布2020年春季学期教学工作指导意见。具体如下↓ 徐州  显示地图 原图 ,,http://wx4.sinaimg.cn/large/d17838b9ly1gdegvy8gdpj20u04n87wh.jpg,无,#徐州生活#,2020-04-01 18:59,HUAWEI P30,13,3,3
IBkhK0dWK,#严防疫情反弹#【民政部：今年#清明节大力推广云祭扫#等非现场祭扫】民政部社会事务司副司长范瑜1日在#国务院联防联控机制#新闻发布会上表示，为巩固疫情防控成果，今年清明节大力推广非现场的祭扫方式，包括网络祭扫，推广家庭追思，开展公益性的代祭服务等。新华视点的微博视频  ,,无,无,无,2020-04-01 18:00,微博视频号,7,1,0
IBjTo5H3v,#阻击疫情 徐州在行动# 【严防境外输入！省卫健委发布近期案例】江苏省卫健委今天专门发布了案例相关解读：近日，江苏省扬州市居民孔某某从澳门入境，经珠海返回仪征，未按规定向所在村（社区）主动如实报告，故意隐瞒行程，逃避防疫医学隔离观察。孔某某的行为涉嫌违反《中华人民共和国治安管理处罚法》《中华人民共和国传染病防治法》等相关法律法规。公安机关查获后，已先行移交当地卫生健康部门采取集中医学观察措施，隔离期满后再依法处理。近期，江苏省还有宝应、泰兴等地居民因从境外返回隐瞒疫情信息等违法行为被依法处理。大徐再次提醒：进一步加强涉外疫情防控是当前重中之重的工作，按照徐州市防控指挥部第20号通告要求，所有入境（包括港澳台地区）来徐人员一律集中医学观察14天。请来徐人员如实申报“苏康码”或“彭城码”，显示为绿色的人员方可正常通行。（编辑X5598） 原图 ,,http://wx1.sinaimg.cn/large/d17838b9gy1gdebpb0mfwj20b40b4tb0.jpg,无,无,2020-04-01 17:00,微博 weibo.com,8,2,0
IBjD9260s,【有人退税4000元！个税年度汇算开始了，快去算一算！】由于疫情延宕近一个月的2019年个人所得税年度汇算，终于开始了。微博上、朋友圈都有很多人去试了，有人成功退税几千元，有人是几百元。为什么会有这么大的差别？年度汇算怎么操作？为了不因漏税影响个人征信，建议每个纳税人都进行年度汇算，在“个人所得税”App上进行操作，几分钟就能知道要不要退补个税。实际上，哪怕你年收入不到6万元，由于未达到起征额，也可以全额退税！这是新个税法的福利。（编辑X5598） [组图共8张] 原图 ,,"http://ww1.sinaimg.cn/large/d17838b9gy1gdebhxyvwsj20u00lrabp.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gdebhy202qj20lo0c5t9x.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gdebhxy50kj20k00f0my1.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gdebhxz7bjj20cy0gcdgv.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gdebhy3bzpj20k00yujxu.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gdebhy18gsj20k00ysn2o.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gdebhy46luj20k00b9js2.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gdebhy74gqj20k00b974r.jpg",无,无,2020-04-01 16:20,微博 weibo.com,13,19,8
IBjpp7Z1O,#徐州生活#【江苏省发布重磅政策！这些和徐州有关！】今天，江苏发布《长江三角洲区域一体化发展规划纲要》江苏实施方案，明确了江苏各地需要落地落实的重点任务、重要事项、重大政策共60条。其中，徐州出现多次，大徐为你划重点↓↓↓（编辑X5598）  [组图共7张] 原图 ,,"http://ww3.sinaimg.cn/large/d17838b9gy1gdeb9uwgu7j20jq0cimyd.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gdeb9uvvtnj20d50ecgmg.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gdeb9uw41xj20ci0fn3zj.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gdeb9ux154j20d30czgmj.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gdeb9uxcxmj20cq0bcq44.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gdeb9ux82yj20cs0ieq4f.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gdeb9v3xoxj20u00ikq4t.jpg",无,无,2020-04-01 15:46,微博 weibo.com,15,6,0
IBiIjwmDG,#徐州生活# 【江苏师大这位85岁教授的选择，令人动容！】3月31日上午11:00，江苏师范大学数学与统计学院的徐颖老师拄着双拐来到徐州医科大学，将父亲徐冠文的遗体捐献给医科大解剖学教研室。当接收遗体的医科大老师向她鞠躬致谢，徐老师终于抑制不住内心的悲痛，开始失声痛哭。（编辑X5598） Via.快哉网 http://t.cn/A6Z99Clw [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/d17838b9gy1gde3drj6jjj20j60csgmm.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gde3drn9fyj20j60tkmzi.jpg",无,无,2020-04-01 14:00,微博 weibo.com,78,2,14
IBhVCd6q1,【#你若记得81192#，他便不悔】“81192收到，我已无法返航，你们继续前进，你们继续前进！”很多人记得，有一个编号，叫做“81192”，有一个英雄，叫做王伟。转发，铭记：英雄从未远去，我们不会忘记！（编辑X5598）人民网的秒拍视频  ,,无,无,无,2020-04-01 12:00,微博视频号,46,4,2
IBhzNrL8c,#微博辟谣# 【疫情引发粮食危机要“囤米”？#米面无忧不用囤#】近日，网上多处有声音号召网友“空下来去超市买点米，囤三个月的量。”原因是“听说疫情可能引发全球粮食危机”。想想国外那些仍在疯狂抢厕纸的愚人们，你有没有闻到熟悉的“谣”味儿？国家粮油信息中心高级经济师王辽卫接受新华社采访时表示，我国已实现“谷物基本自给、口粮绝对安全” ，粮食供求完全能满足人民群众日常消费需求，也能够有效应对重大自然灾害和突发事件的考验。（编辑X5598） 原图 ,,http://wx3.sinaimg.cn/large/d17838b9gy1gde33h1g7pj20c807dq38.jpg,无,无,2020-04-01 11:06,微博 weibo.com,6,3,5
IBh3VdqOk,#徐州生活# 【徐州集中开工一批农业农村重大项目】3月31日，2020年徐州市农业农村重大项目集中开工仪式在睢宁县100万头生猪屠宰项目开工现场举行。共17个项目参加集中开工，其中现代种养项目2个，农产品加工流通项目7个，农业现代服务项目5个，农业基础设施项目2个，农村人居环境改善项目1个，总投资59.88亿元。（编辑X5598） 原图 ,,http://wx4.sinaimg.cn/large/d17838b9gy1gde0y1ojq9j20m50cj7h8.jpg,无,无,2020-04-01 09:47,微博 weibo.com,5,1,0
IBgmcodg0,#徐州生活# 【第十届徐州大学生暨返乡人员创业大赛，等你来！】今年4月至6月，徐州将在全市范围内举办第十届徐州大学生暨返乡人员创业大赛。本次大赛分为大学生创业和返乡创业两个组，每个组分别下设创业标兵赛和创业项目赛。参赛的大学生创业项目如获批市级优秀项目可获5-10万元资助，获批省级优秀项目可再获10万元资助；返乡创业参赛项目符合条件的，可获得不超过10万元的购房补贴、不超过100万元的财政奖励和全额贴息贷款。另外，所有参赛团队（个人）均可根据个人条件申请创业扶持补贴，包括创业培训补贴、一次性创业补贴、创业带动就业补贴、社会保险补贴、生活补贴、租金补贴等。（编辑X5598） [组图共7张] 原图 ,,"http://ww2.sinaimg.cn/large/d17838b9gy1gddev1020uj20cx0cyq3s.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gddev0zngcj20cw0gfaay.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gddev0zrk2j20cq0b7q3r.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gddev0z1q8j20cu0aaaap.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gddev1000mj20d60fdq3q.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gddev12xczj20d309jjrr.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gddev0yqwpj20c906pt96.jpg",无,无,2020-04-01 08:00,微博 weibo.com,5,1,0
IBfLF9Wc4,#早安徐州# 四月，你好！新的月份，新的期盼，向正在努力的你，道一声，早安！（编辑X5598）  原图 ,,http://wx3.sinaimg.cn/large/d17838b9gy1gddea6z7uhj20th1887wh.jpg,无,无,2020-04-01 06:30,微博 weibo.com,19,4,4
IBcP0EQhQ,#晚安徐州# 【再见了3月！#100秒回顾这个3月#】#这个3月我们经历了什么#？方舱谢幕，援鄂医疗队分批撤离；湖北解封、武汉重启；张伟丽卫冕；北斗成功发射；奥运推迟，高考推迟；四川西昌森林大火...3月最后的一个小时，100秒回顾，这个有希望，有感动，也有悲伤的3月↓↓ Via.人民网 （编辑X5598）http://t.cn/A6ZoMR43 ,,无,无,无,2020-03-31 23:00,微博视频号,5,4,1
IBcyMgvck,#徐州生活# 【为困难群众兜底保障，徐州正在做这些事】近日，市民政局联合市扶贫办出台《关于做好疫情防控期间困难群众兜底保障工作的实施意见》，有效解决疫情防控期间部分群众面临的突发性、临时性、紧迫性生活困难，保障特殊困难人员基本照料服务需求，切实做好困难群众兜底保障工作。其中，2-3月份价格补贴标准在现有联动机制标准基础上提高50％，并在价格指数发布当月内发放。对确诊病例中的低保对象、特困供养人员以及建档立卡低收入人口，按规定及时给予临时救助，可“一事一议”加大救助力度；对因家庭成员被隔离收治导致基本生活出现暂时困难家庭，要及时实施临时救助，做到凡困必帮、有难必救。落实家庭必要支出减免政策，对外出务工、返岗复工的低保对象，在计算家庭收入时适当扣减务工成本。（编辑X5598） [组图共3张] 原图 ,,"http://ww1.sinaimg.cn/large/d17838b9gy1gddefa3vdcj20i20p90v4.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gddefa5h1fj20i20hvac3.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gddef9y7hkj20i20tgq65.jpg",无,无,2020-03-31 22:20,微博 weibo.com,4,1,1
IBccQFKfn,#徐州生活# 【36小时从英国回到徐州，一口故乡的辣汤让她差点落泪】3月21日，19岁的徐州女孩小李从英国曼彻斯特出发，辗转36个小时终于踏上了家乡徐州的土地。在隔离点喝下一口热乎乎的辣汤后，久违的味道让她差点落泪：“回家真好！”目前，小李仍在市内隔离点进行隔离观察。或许有人会问，为什么要冒那么大的风险回徐？来听听她的亲口讲述↓↓↓ （编辑X5598） [组图共7张] 原图 ,,"http://ww1.sinaimg.cn/large/d17838b9gy1gdddj6d4gzj20ik09bmy2.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gdddj6in38j20ij0e9dhf.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gdddikzaysj20k40r8ti2.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gdddi1a1dzj20k40zi4d4.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gdddi18qqnj20i00f87an.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gdddi1a4ygj20k40sx7kq.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gdddi1cu71j20k40yits7.jpg",无,无,2020-03-31 21:26,微博 weibo.com,407,16,109
IBbVpaDOE,#大徐小议#【优化营商环境 打赢招商引资“擂台赛”】近日，我市将召开市级表彰奖励大会、全市高质量发展综合考核总结表彰大会和全市营商环境建设深化年动员大会，旗帜鲜明地表彰鼓励宣传各地各部门高质量发展、营商环境建设的新部署新举措新进展，以营商环境的再优化助推高质量发展再提升。营商环境在微观上看是企业的事，宏观上看则是我们这座城市发展的事。好的营商环境，对企业和群众来说是办事花最少的时间、跑最少的路、交最少的材料、找最少的部门。“开放”如今已成为徐州的鲜明标识，持续打造全国一流营商环境，我们从未停止，也永无止境。这片热土将继续引来各路英雄共同创业，成就自己，造福城市，共同踏上更加广阔的发展之路。市委书记周铁根要求，要以营商环境“深化年”活动为抓手，聚焦解决企业现实利益问题，着力疏通堵点难点，用全国一流的环境招引各类企业在徐州落户安家。（编辑X5598） 原图 ,,http://wx3.sinaimg.cn/large/d17838b9gy1gddb7pcmfhj20rs0buaic.jpg,无,无,2020-03-31 20:43,微博 weibo.com,0,0,0
IBbD8f3Gu,#徐州生活# 【点赞！徐州企业制定首个国家光刻胶单体行业标准】近日，由国家集成电路材料产业技术创新联盟委托制定的国家光刻胶193纳米单体行业标准，在徐州博康实业集团有限公司完成标准拟订，待专家组评定。据悉，这是我国首次在光刻胶单体领域设定的国家行业标准。 从2017年起，徐州博康开始承担国家863项目的国际02项目中的《193纳米光刻胶的开发与产业化》，并于2019年正式被国家确定为光刻胶单体的国标制定单位。今年以来，徐州博康生产的光刻胶单体仍源源不断热销日韩。据统计，1-3月份预计完成销售额4000万元。（编辑X5598） [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/d17838b9gy1gddb1uasggj20gj07t74w.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gddb1u8xp6j20gi07rwez.jpg",无,无,2020-03-31 19:58,微博 weibo.com,20,1,4
IBblGb7I1,【教育部：#中考原则上安排在高考之后进行# 具体时间各地自行确定】教育部3月31日上午发布公告，明确2020年全国高考延期一个月举行，考试时间为7月7日至8日。教育部有关负责人在答记者问时对社会关注的中考也作出回应：原则上还是安排在高考之后进行。（编辑X5598）教育部：中考在高考之后进行 具体时间各地自行确定   原图 ,,http://wx2.sinaimg.cn/large/d17838b9gy1gddalvk17kj20bw0d9dg5.jpg,无,无,2020-03-31 19:15,微博 weibo.com,6,0,1
IBb74e4ir,#徐州生活# 【新一轮招商引资和双向开放怎么抓？徐州“智”珠在握】2019年，徐州实现进出口额931.9亿元、增长20.4%，其中出口777.9亿元、增长21.9%，进口154亿元、增长13.8%，三项指标增幅均居全省第一位。为有效应对疫情影响，持续不断推进招商引资工作，日前，我市印发了《2020年全市招商引资工作重点》。2月17日，徐州高新区重点项目集中签约以一种特殊的“屏对屏”方式完成，在徐州率先实行重大项目网上签约，创新推行“不见面”招商、“互联网”招商，签约4个项目，总投资约51亿元；2月22日，泉山区举办“线上招商”暨“银企对接”签约活动，18个总投资40亿元的产业项目“云签约”；2月24日，贾汪区举行全区重点招商项目网络签约仪式，成功签约项目14个，协议总投资28.61亿元……面对疫情带来的新形势新变化，各地突破传统招商方式，通过网上洽谈、视频会议、在线签约的形式，推进招商引资和项目服务，保证招商引资“不断线”，服务企业“零距离”。2020年，我市将继续围绕四大战略性新兴主导产业，不断充实完善产业图谱和招商地图。同时还将聚焦新经济招商，在人工智能、大数据、基因工程、5G通讯、区块链、全息影像、3D打印等前沿领域抢占发展“智高点”。（编辑X5598） [组图共3张] 原图 ,,"http://ww3.sinaimg.cn/large/d17838b9gy1gddaiqkon6j210x0mi1kx.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gddaiqdvl6j20bi0fcajn.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gddaiqa2j7j20sg0e5763.jpg",无,无,2020-03-31 18:39,微博 weibo.com,3,2,1
IBb2b1Tud,#徐州生活# 【周铁根调研四大行业布局优化和转型升级工作】3月31日，市委书记周铁根深入邳州市、铜山区调研我市钢铁、焦化、水泥、热电四大行业布局优化和转型升级工作。他强调，要以壮士断腕的勇气抓好四大行业布局优化和转型升级工作，进一步科学规划、整合资源，打造一流产业园区，助推企业做大做强，着力解决行业企业资源消耗、产品低端、环境污染等问题，全面提升产业发展的品质和能级，以产业可持续发展引领带动经济高质量发展。（编辑X5598） 原图 ,,http://wx1.sinaimg.cn/large/d17838b9gy1gddac51ufej20of0ev0u2.jpg,无,无,2020-03-31 18:27,微博 weibo.com,1,0,1
