微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IzWEz0x83,【加拿大宣布退出今夏2020东京奥运会，澳大利亚也不来了】加拿大宣布退出今夏2020东京奥运会，澳大利亚称代表团无法按时集结　　当地时间22日，加拿大奥委会和残奥委会官方发布声明，加拿大将不会派队参加今夏的2020东京奥运会。　　当地时间3月23日上午，澳大利亚奥委会召开执委会电视会议，对目前形势进行评估。全体执委一致表示：由于选手们不能保障正常训练，代表团将无法在今年7月集结。澳大利亚已经通知选手，提前做好奥运会延期一年的准备，备战2021年夏季东京奥运会。澳奥委会首席执行官卡罗尔表示，国际奥委会一致强调运动员利益至上，我们的选手分布在世界各地，疫情和旅行禁令阻碍了他们的备战，很显然按照目前局势发展，奥运会无法按期举行。澳大利亚奥运代表团团长切斯特曼透露，25个项目选手们都赞同将奥运会延期，相信在2021年疫情必将得到控制，选手们将心无旁骛参加比赛。国际奥委会讨论东京奥运会是否延期　此前，国际奥委会22日就因新冠肺炎疫情扩散导致东京奥运会如期举办面临困难一事进行召开临时理事会，就包括延期举办等方案进行讨论。国际奥委会将与东京奥运会组委会、东京都政府等进行协商的基础上，计划在四周之内做出决定，而停办东京奥运会将不作为讨论议题。　　这是国际奥委会首次公开表示东京奥运会可能延期。　　针对国际奥委会开始就延期举办东京奥运会进行讨论一事，日本首相安倍晋三在23日上午举行的参议院预算委员会上表示，假如难以以完整形式（如期）举办东京奥运会的话，（国际奥委会）做出延期举办的决定也实属无奈。　　安倍晋三还表示，“举办东京奥运会的决定权在国际奥委会。在没有停办这一选项上，我与国际奥委会想法一致。” [组图共3张] 原图 ,,"http://ww1.sinaimg.cn/large/005YGkF1gy1gd3w6yppm6j30b40hfq3q.jpg,http://ww4.sinaimg.cn/large/005YGkF1gy1gd3w6yoqbtj30jg0czwex.jpg,http://ww4.sinaimg.cn/large/005YGkF1gy1gd3w6ys0uij30u00k0gnu.jpg",无,无,2020-03-23 16:00,微博 weibo.com,3,0,0
IzWkrcog7,【武汉双清零后，李兰娟说两个问题要高度重视】3月23日上午，李兰娟院士在武汉大学人民医院东院接受采访时表示，当前有两个问题要高度重视。一是继续做好防控工作防止死灰复燃，继续加大医院的救治力度，挽救患者生命。二是国外疫情输入要严防死守，毫不放松，决不能掉以轻心。  ,,无,无,无,2020-03-23 15:10,专业版微博,2,1,0
IzV59aTWX,【“我们将是盐城在武汉最后撤离的队伍”】2月2日，在武汉疫情最危急的时刻，我市第一人民医院的15名护理人员紧急出征，随江苏省支援湖北第三批医疗队赶赴武汉。五十多天过去了，她们依然坚守在武汉同济医院中法新城院区的重症隔离病房。她们也是目前我市在武汉的最后一批护理人员。 　　“听到方舱医院的盐城籍医护人员回去了，当时我们特别高兴，后来在武汉市中心医院后湖院区、黄石市的同行们都回去了，那就更高兴了。”3月21日，市一院骨科主管护师董蓉蓉通过电话告诉记者，虽然她们尚未接到撤离的通知，但一切的一切，都预示着武汉保卫战即将进入尾声，距离回家的日子不远了。 　　不远是多远？董蓉蓉并不清楚。但她知道自己该做什么。继续护理好负责的病患，尽可能让他们早日治愈。与方舱医院的轻症患者不同，董蓉蓉她们接触的都是重症、危重症患者。医护人员所冒的风险是一样的，但病患的患病程度，直接影响到医护人员与病患的交流。重症病患往往伴随着各种基础疾病的发作，医护人员需要格外小心注意。 　　“前几天，遇到一件特别高兴的事情。病区里有位老爷爷，病得不轻，脾气也倔，给他喂饭很难。那天我给他喂饭，吃了半个小时。最后他朝我竖竖大拇指，表示自己这顿饭吃得很舒服。这件事让我高兴了好一阵子。”董蓉蓉说，病患的每一点变化，医护人员都看在眼里。 　　董蓉蓉说话慢声细语，给人性格文静的印象。但文静并不代表柔弱。这支15人的护理团队，刚到武汉，就立刻接手危重症抢救，吸氧插管上呼吸机，把最危险的操作做了个遍。刚刚干满30天时，董蓉蓉累得身体不适，却咬紧牙关吃点药继续干，一天班没缺过。“如果我休息，就把担子甩给了别人。大家都不容易，我不希望给别人增加负担。”董蓉蓉说，大家其实都是如此，比如缺氧晕倒之类的事情，都自认是小事，自己调理不拖累别人。 　　武汉疫情的好转，在病区也逐步反映出来，几乎每天都会有病患治愈。这是董蓉蓉她们最高兴的事情。与此同时，董蓉蓉她们的工作压力也稍有减轻。从一开始的连轴转、病区人满为患，到现在的隔天上班、病患逐渐治愈，董蓉蓉她们不仅仅是武汉保卫战的参与者，也是距离最近的见证者。 　　“我们是盐城驰援武汉的第一批医护人员，也将是最后撤离的队伍。在没接到撤离的通知之前，我们继续坚守。在我看来，这就是一份荣誉。”江苏省支援湖北第三批医疗队盐城领队颜春燕说。 原图 ,,http://wx3.sinaimg.cn/large/005YGkF1gy1gd3n89kbw1j30ci0got9o.jpg,无,无,2020-03-23 12:00,微博 weibo.com,66,3,3
IzUCJ8JYV,【权威解读！《盐城市节约用水管理办法》正式实施！】  原图 ,,http://wx1.sinaimg.cn/large/005YGkF1gy1gd3n5cq0nzj30hs6gatzx.jpg,无,无,2020-03-23 10:50,微博 weibo.com,5,3,0
IzUnJuQmj,【最低2 ℃！霜冻！本周的天气还不止这些……】受冷空气影响，3月23日到24日早晨全省气温较低，只有个位数。尤其是淮北地区，还有霜冻。其中，23日沿淮和淮北地区仅3到4℃，有霜冻。24日，东北部地区最低气温维持3到 4℃，仍有霜冻。其它地区最低气温也只有6到9℃。提醒大家，早晚多穿点。不过，白天还是挺暖和的。根据预报，3月23日到24日，全省以晴好天气为主。白天最高气温也将逐渐回升至 20℃左右。 原图 ,,http://wx2.sinaimg.cn/large/005YGkF1gy1gd3n3swdv8j30c40icdhi.jpg,无,无,2020-03-23 10:13,专业版微博,5,1,1
IzU9w5VHd,【盐城城市组团建设全面复工！南海未来城、先锋岛……都有新进展！】鼓足干劲抓工期，正是春朝奋斗时。连日来，各大城市组团快马加鞭，迅速复工，利用春日的大好时光，抢抓工期，投入到建设施工中来。范公路组团盐城高铁枢纽西广场已复工建设，施工人员在做好严格防控措施的前提下，正争分夺秒、抢抓工期，全力以赴投入到热火朝天的建设当中；南海未来城的南海公园内正在进行绿化设施提升，绿意盎然、繁花盛开、春意盈盈；小马沟组团盐龙体育公园铺装基本结束，场馆钢结构正在进场施工，同时，加快落地科创新城项目；斗龙港生态组团中天居珑悦府一期桩基工程已完成，目前，主体及基础正在加快施工；先锋岛生态组团新洋港大道抢抓春日植绿时机，在新洋港两侧迅速掀起春季造林绿化热潮；大洋湾生态组团地下停车场正在如火如荼地建设当中。http://t.cn/A6zeJ0TU [组图共6张] 原图 ,,"http://ww3.sinaimg.cn/large/005YGkF1ly1gd3m2u0tdnj30rs0dwgtd.jpg,http://ww2.sinaimg.cn/large/005YGkF1ly1gd3m2uetrwj30m80fptj1.jpg,http://ww4.sinaimg.cn/large/005YGkF1ly1gd3m2uqgf7j30zk0k04iy.jpg,http://ww3.sinaimg.cn/large/005YGkF1ly1gd3m2v2fivj30u00k0dvb.jpg,http://ww1.sinaimg.cn/large/005YGkF1ly1gd3m2vehx1j30u00fq17k.jpg,http://ww2.sinaimg.cn/large/005YGkF1ly1gd3m2ws5dmj30tz0gpgpl.jpg",无,无,2020-03-23 09:38,HUAWEI Mate 30 5G,5,2,0
IzTXnbdJz,【#9地新增39例境外输入病例# 】3月22日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例39例，新增死亡病例9例（湖北9例），新增疑似病例47例。　　当日新增治愈出院病例459例，解除医学观察的密切接触者661人，重症病例减少96例。　　截至3月22日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例5120例（其中重症病例1749例），累计治愈出院病例72703例，累计死亡病例3270例，累计报告确诊病例81093例，现有疑似病例136例。累计追踪到密切接触者688993人，尚在医学观察的密切接触者10701人。　　湖北新增确诊病例0例（武汉0例），新增治愈出院病例447例（武汉434例），新增死亡病例9例（武汉9例），现有确诊病例4768例（武汉4700例），其中重症病例1714例（武汉1699例）。累计治愈出院病例59879例（武汉42788例），累计死亡病例3153例（武汉2517例），累计确诊病例67800例（武汉50005例）。新增疑似病例0例（武汉0例），现有疑似病例0例（武汉0例）。　　3月22日0—24时，新增报告境外输入确诊病例39例（北京10例，上海10例，福建6例，广东6例，山东2例，甘肃2例，浙江、河南和重庆各1例）。截至3月22日24时，累计报告境外输入确诊病例353例。　　累计收到港澳台地区通报确诊病例507例：香港特别行政区317例（出院100例，死亡4例），澳门特别行政区21例（出院10例），台湾地区169例（出院28例，死亡2例）。（国家卫健委） 原图 ,,http://wx1.sinaimg.cn/large/005YGkF1gy1gd3l88na0pj30go0rs76a.jpg,无,无,2020-03-23 09:08,专业版微博,2,1,0
IzTCAu15k,【世卫组织：中国以外新冠肺炎确诊病例升至210644例】世界卫生组织22日公布的最新数据显示，中国以外新冠肺炎确诊病例升至210644例。世卫组织每日疫情报告显示，截至欧洲中部时间21日23时59分（北京时间22日06时59分），中国以外新冠肺炎确诊病例较前一日增加25987例，升至210644例；中国以外死亡病例较前一日增加1594例，升至9517例。全球范围内，新冠肺炎确诊病例较前一日增加26069例，升至292142例；死亡病例较前一日增加1600例，升至12784例。过去24小时内，有4个非洲国家报告了首例确诊病例，分别是马达加斯加、安哥拉、厄立特里亚、乌干达。 ,,无,无,无,2020-03-23 08:16,iPhone客户端,3,0,0
IzOPnmUhF,【最新数据：#中国以外新冠肺炎223419例#，美国26747例】截至北京时间3月22日12时，除中国外，184个国家和地区累计确诊222707例新冠肺炎，“钻石公主”号邮轮712例。转发关注#新冠肺炎疫情全球走势#。  原图 ,,http://wx4.sinaimg.cn/large/005YGkF1ly1gd2yl3tjukj30zk2ga1kx.jpg,无,无,2020-03-22 20:04,iPhone客户端,3,0,1
IzOOJc53k,【上海临港集团来盐考察】近日，上海临港集团党委副书记、总裁袁国华率队，来到我市考察调研。市委书记戴源会见袁国华一行。上海临港集团来盐考察  原图 ,,http://wx2.sinaimg.cn/large/005YGkF1ly1gd2yjg6sgmj30u00k9n3f.jpg,无,无,2020-03-22 20:03,iPhone客户端,6,1,0
IzOjD4nIp,【所有飞北京的国际航班指定12个入境点，含江苏南京】依据《中华人民共和国国境卫生检疫法》和《中华人民共和国民用航空法》有关规定，决定所有目的地为北京的国际客运航班均从指定的第一入境点入境。现公告如下：　　一、自3月23日零时（北京时间）开始，所有目的地为北京的国际始发客运航班均须从天津、石家庄、太原、呼和浩特、上海浦东、济南、青岛、南京、沈阳、大连、郑州、西安12个指定的第一入境点入境。各航空公司航班指定的第一入境点可以在民航局、航空公司官网上查询。　　二、乘坐上述国际航班的旅客在第一入境点实施检疫并办理入境手续，行李清关。检疫符合登机条件的旅客可搭乘原航班入京。腹舱所带货物在北京清关。　　三、目的地为北京的国际航班指定第一入境点的安排及相关措施将根据疫情变化情况适时调整。　　特此公告。 ,,无,无,无,2020-03-22 18:46,360安全浏览器,7,2,0
IzNEBrcH7,【交通提示！涉及道路封闭施工、新监控启用……】注意啦！小海西路、莲花路（城西九组沟）路段纺园路（大庆路至腾飞路）路段将进行封闭施工——这些路口将新启用交通技术监控设备交通提示！涉及道路封闭施工、新监控启用……  原图 ,,http://wx4.sinaimg.cn/large/005YGkF1ly1gd2te8n1r6j30fv06k0tf.jpg,无,无,2020-03-22 17:05,iPhone客户端,3,2,0
IzNE7BDaC,【盐城，入春！春暖花开，希望常在！】近期盐城的天气持续晴好昨天最高28度的气温更是让小伙伴们有了一种“一步入夏”的错觉小编从市气象部门了解到盐城各地已于3月15日起陆续入春盐城，入春！春暖花开，希望常在！  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/005YGkF1ly1gd2td8ncagj30hs0blq7f.jpg,http://ww2.sinaimg.cn/large/005YGkF1ly1gd2td8uphzj30hs0cnado.jpg,http://ww1.sinaimg.cn/large/005YGkF1ly1gd2td9w87rj30hs0c00vk.jpg,http://ww2.sinaimg.cn/large/005YGkF1ly1gd2tdahuqnj30hs0bvadb.jpg,http://ww4.sinaimg.cn/large/005YGkF1ly1gd2tdau2efj30cb05z3zk.jpg,http://ww4.sinaimg.cn/large/005YGkF1ly1gd2td83jyvj30hs0a0q61.jpg,http://ww3.sinaimg.cn/large/005YGkF1ly1gd2tdbcq1dj30u00migrv.jpg,http://ww4.sinaimg.cn/large/005YGkF1ly1gd2tdblo0qj30hs0bv78f.jpg,http://ww4.sinaimg.cn/large/005YGkF1ly1gd2tdc2vdhj30hs0bd42j.jpg",无,无,2020-03-22 17:04,iPhone客户端,2,1,1
IzNxW7l89,【这个“1”，必须警惕！】3月21日0-24时，全国新增确诊病例46例，45例为境外输入病例，唯一一例本土新增病例来自广东省，系首例境外输入关联病例。广东首例境外输入关联病例行动轨迹公布今天上午，@健康广州 公布广东首例境外输入关联病例有关情况：金某，男，54 岁，中国江苏籍，广州居住地为越秀区东山街。3月17日，金某自觉肌肉酸痛、乏力、无发热，一直在家休息。3月20日下午，前往中山大学附属第一医院就诊并被留观，检测体温 37.5℃，胸部CT显示双肺散在炎症，采样检测结果显示新冠病毒核酸阳性。当晚，转运至广州市第八人民医院隔离治疗。3月21日凌晨，复核新冠病毒核酸阳性，经专家会诊，诊断为新冠肺炎确诊病例。经流行病学调查显示，金某为土耳其输入确诊病例林某的密切接触者，属境外输入关联病例。截至3月21日，初步甄别密切接触者18名，并已按规定进行集中隔离医学观察。这个“1”，不容小觑，一旦掉以轻心，1就会“生长”，新增病例可能出现报复性反弹。这个“1”，不同寻常，何谓首例境外输入关联病例？他们是如何“关联”的？是否暴露出有关工作存在疏忽成分？把工作做得更细致更高效，比如不折不扣落实境外输入病例隔离机制，是不是就可减少关联风险？这个“1”是提醒，更是警醒。疫情防控不可能一帆风顺，而是会充满波折和反复。尽最大力量消除盲区、堵住漏洞、消除隐患，防止出现百密一疏，才有可能避免反弹。这个“1”再次说明，国际疫情快速蔓延带来的输入性风险增加，绝不能出现防线失守现象，更不能让来之不易的疫情防控持续向好形势发生逆转。面对这个突如其来的“1”，我们不必气馁恐慌，要重视，更要严阵应对。追本溯源查防线，问诊把脉开药方，就能巩固成果，扩大战果。 原图 ,,http://wx3.sinaimg.cn/large/005YGkF1gy1gd2sxgd0q8j30u01hcqae.jpg,无,无,2020-03-22 16:49,360安全浏览器,1,1,3
IzMVqduQy,【“铁杆朋友”来了！塞尔维亚总统亲迎中国医疗队】北京时间22日2时30分中国政府派遣的由广东省卫健委组建的专家组一行6人携带防护服、医疗器械等物资抵达塞尔维亚首都贝尔格莱德中国援塞尔维亚医疗队受到最高的礼遇塞尔维亚总统武契奇率多位政府官员到现场迎接并与医疗队成员一一碰肘表示欢迎武契奇还在五星红旗上献上了他深情一吻以示在塞尔维亚困难时期能得到中国政府和人民支持与帮助表达深深的谢意这一幕让现场很多人动容据了解，援塞医疗专家组由广东省疾控中心、广东省人民医院中山大学附属一院和三院的医疗专家组成一起努力，战胜疫情！ [组图共8张] 原图 ,,"http://ww4.sinaimg.cn/large/005YGkF1ly1gd2q6oexyhj30zk0qowjx.jpg,http://ww4.sinaimg.cn/large/005YGkF1ly1gd2q6orzn1j30zk0qodov.jpg,http://ww3.sinaimg.cn/large/005YGkF1ly1gd2q6p8uofj30zk0jzjvw.jpg,http://ww1.sinaimg.cn/large/005YGkF1ly1gd2q6ph93pj30zk0qo45e.jpg,http://ww3.sinaimg.cn/large/005YGkF1ly1gd2q6pxpaij30zk0nnwkt.jpg,http://ww3.sinaimg.cn/large/005YGkF1ly1gd2q6q9f4dj30jg0jm423.jpg,http://ww1.sinaimg.cn/large/005YGkF1ly1gd2q6ny0ppj30mg0fq0x2.jpg,http://ww1.sinaimg.cn/large/005YGkF1ly1gd2q6qw37gj30zk0qo46t.jpg",无,无,2020-03-22 15:14,iPhone客户端,4,0,0
IzLAAhtOz,【扩散！下周，这些路段将进行封闭施工，请注意绕行。。。】关于小海西路、莲花路封闭施工的通告因市区水环境治理工程需要，为确保施工安全，经研究决定，自2020年03月28日至2020年05月30日，对小海西路、莲花路（城西九组沟）路段进行封闭施工。封闭施工期间，禁止一切车辆和行人通行。途径机动车请从小海路、健康路、黄海路绕行；非机动车、行人请从临时便道绕行。请广大市民提前做好出行准备，合理选择出行路线，避让封闭路段。因施工期间给您带来不便，敬请谅解和支持。特此通告。关于纺园路（大庆路至腾飞路）封闭施工的通告因纺园路改造工程需要，为确保施工安全，经研究决定，自2020年03月26日至2020年04月30日，对纺园路（大庆路至腾飞路）路段进行封闭施工。封闭期间，禁止一切车辆和行人通行。过往车辆和行人可通过大庆路与纺园路西南角太平洋寿险大厦门前广场通行。请广大市民提前做好出行准备，合理选择出行路线，避让封闭路段。因施工期间给您带来不便，敬请谅解和支持。特此通告。 ,,无,无,无,2020-03-22 11:50,微博 weibo.com,2,1,0
IzLijD80j,【注意！盐城市区将新启用监控设备！】盐城市公安局交警支队根据道路交通安全管理需要，新增设以下交通技术监控设备，拟于2020年3月26日起投入使用，根据《道路交通安全违法行为处理程序规定》第十六条第二款的规定，现公告如下:  [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/005YGkF1gy1gd2gazf671j30fw06kjrz.jpg,http://ww1.sinaimg.cn/large/005YGkF1gy1gd2gazeio0j30u00hz0tj.jpg",无,无,2020-03-22 11:05,微博 weibo.com,3,1,0
IzL477wx4,【热心市民向市博物馆捐赠文物，曾拒绝文物商人高价收购，其中两件填补馆藏空白】3月20日下午，记者在市博物馆看到两件珍贵的文物，一件是明代的房上固梁砖，一件是清代“盐城县”城墙砖。“这两件文物由热心市民方正新捐赠给市博物馆的，他当时共捐赠了4件，这两件尤为珍贵，填补了馆藏空白。”市博物馆负责人介绍。今年年初，市民方正新与市博物馆联系，表达了自己的捐赠意愿，得到了支持。1月19日下午，他带着自己收藏的4件明清时期的文物来到市博物馆，进行了捐赠。方正新捐赠的文物中有两件分别是：明代的房上固梁砖，出土于盐城宾馆，长33.4厘米、宽17厘米、厚5.5厘米，中间为凹形半圆；清代“盐城县”城墙砖，也出土于盐城宾馆，长33.5厘米、宽16厘米、厚6.8厘米。据市博物馆负责人介绍，此两件文物填补了盐城馆藏的空白。另两件为：明朝“山陽（阳）”铭文城墙砖，长38厘米、宽19厘米、厚10.5厘米；清朝“阜”铭文城墙砖，长33厘米、宽17.5厘米、厚7.2厘米。“方先生捐赠的4件文物都是本地出土，对研究盐城地方史具有重要意义。”市博物馆负责人表示。年近六旬的方正新是我市文物收藏爱好者。2018年4月，他在市区县前路盐城宾馆游泳馆工地上寻找到一块铭文为“盐城县”的古代砖和一块固梁砖。次月，扬州一位文物商人找到他，打算出高价收购这些文物，被他毫不犹豫地拒绝了。“不管多少钱，也不能让盐城的‘宝贝’流失外地。”方正新说。如何更好地保护这些文物，让它们发挥更大的社会价值？方正新思来想去，决定将它们捐赠给市博物馆，供专家研究和市民观看。3月20日下午，市博物馆向方正新颁发了荣誉证书，感谢其无偿捐赠的高尚行为。除了这4件文物外，方正新家里还收藏着其他一些珍贵的文物。方正新表示，近期他还会从收藏在伍佑老家的文物中，选择部分捐赠给国家博物馆和市博物馆。目前，他已在网上向国家博物馆提出了捐赠申请。 [组图共3张] 原图 ,,"http://ww3.sinaimg.cn/large/005YGkF1gy1gd2ga4lmr7j30m80gogo0.jpg,http://ww1.sinaimg.cn/large/005YGkF1gy1gd2ga4lqs1j30m70fawg9.jpg,http://ww2.sinaimg.cn/large/005YGkF1gy1gd2ga4kkc5j30m50en0u2.jpg",无,无,2020-03-22 10:30,微博 weibo.com,22,3,2
IzKNSjKVt,【14亿人的心愿，正在实现！】  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/005YGkF1gy1gd2g8ovmg2j30p018n0vp.jpg,http://ww3.sinaimg.cn/large/005YGkF1gy1gd2g8p07u9j30p018ngo2.jpg,http://ww1.sinaimg.cn/large/005YGkF1gy1gd2g8ows14j30p018n0uz.jpg,http://ww4.sinaimg.cn/large/005YGkF1gy1gd2g8ov1x4j30p018ntau.jpg,http://ww1.sinaimg.cn/large/005YGkF1gy1gd2g8ow8jmj30p018njt8.jpg,http://ww2.sinaimg.cn/large/005YGkF1gy1gd2g8oxdzkj30p018njty.jpg,http://ww2.sinaimg.cn/large/005YGkF1gy1gd2g8p3ayyj30p018ndiv.jpg,http://ww1.sinaimg.cn/large/005YGkF1gy1gd2g8p4o0uj30p018ntbg.jpg,http://ww3.sinaimg.cn/large/005YGkF1gy1gd2g8p5zlxj30p018nju0.jpg",无,无,2020-03-22 09:50,微博 weibo.com,3,0,0
IzKIFlfXI,【黄石书家致敬江苏援黄医疗队】自新冠肺炎疫情发生以来，湖北得到了全国各地火线支援。国家统筹安排19个省份对口支援湖北，坚持疫情防控全国一盘棋。一时间，各地人员物资星夜集结，尽锐驰援，“一夜成军”!江苏省对口支援黄石市。带着战“疫”必胜的信心，带着江苏人民的深情厚谊，也带着家乡亲人的牵挂，江苏省援黄石医疗支援队310人于2月11日夜抵达湖北黄石，兵分三路，于12日凌晨在黄石城区以及大冶市、阳新县分别安顿下来。江苏省援黄石医疗支援队在黄石同全市医疗工作者、全市市民一同战斗，一同抵抗新冠病毒，他们在黄石战斗的30多个日日夜夜中，与我们同呼吸共命运，在大家的共同努力下迎来了胜利的曙光。“江南无所有，聊赠一枝春”黄石市书法家协会接到有关部门的统一安排后，作为书法工作者，五位书家用笔墨精心创作出13幅作品（分别对应江苏13个市）敬赠给江苏省援黄石医疗支援队，以表达我们的感激之情！@黄石发布 原图 ,,http://wx1.sinaimg.cn/large/005YGkF1gy1gd2gfxkjyzj30rs0rswfi.jpg,无,无,2020-03-22 09:37,360安全浏览器,15,4,2
IzKIa2D71,【新增6557例！意大利累计新冠肺炎确诊病例增至53578人】意大利民事保护部门负责人、新冠病毒应急委员会专员博雷利21日说，截至当天18时，意大利累计新冠肺炎确诊病例升至53578人，累计死亡病例4825例，治愈病例6072例。该部门的统计数据显示，意大利累计新冠肺炎死亡病例比上一日增加793例，累计确诊病例和治愈病例分别比上一日增加6557例和943例。博雷利在当晚举行的视频记者会上说，在现有确诊病例中，有17708名患者在医院接受普通治疗，2857人在重症监护室接受治疗，另有22116人居家隔离。为防止新冠肺炎疫情进一步蔓延，意大利10日起进入全国“封城”状态，并从12日起关闭全国除食品店和药店以外的所有商铺，从21日起关闭所有公园和其他公共场所，但公共交通、物流、邮局、银行和食品生产行业维持正常营业和运转，以保证对公众的基本生活服务。 原图 ,,http://wx1.sinaimg.cn/large/005YGkF1gy1gd2geo57pnj30rs0ijq6o.jpg,无,无,2020-03-22 09:35,360安全浏览器,4,0,1
IzKAujLkh,【最新！新增46例，45例为境外输入】据国家卫健委消息，3月21日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例46例，新增死亡病例6例（湖北5例），新增疑似病例45例。当日新增治愈出院病例504例，解除医学观察的密切接触者1110人，重症病例减少118例。截至3月21日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例5549例（其中重症病例1845例），累计治愈出院病例72244例，累计死亡病例3261例，累计报告确诊病例81054例，现有疑似病例118例。累计追踪到密切接触者687680人，尚在医学观察的密切接触者10071人。湖北新增确诊病例0例（武汉0例），新增治愈出院病例490例（武汉463例），新增死亡病例5例（武汉4例），现有确诊病例5224例（武汉5143例），其中重症病例1812例（武汉1794例）。累计治愈出院病例59432例（武汉42354例），累计死亡病例3144例（武汉2508例），累计确诊病例67800例（武汉50005例）。新增疑似病例0例（武汉0例），现有疑似病例0例（武汉0例）。3月21日0—24时，新增报告境外输入确诊病例45例（上海14例，北京13例，广东7例，福建4例，江苏2例，河北、浙江、江西、山东和四川各1例）。截至3月21日24时，累计报告境外输入确诊病例314例。累计收到港澳台地区通报确诊病例444例：香港特别行政区273例（出院100例，死亡4例），澳门特别行政区18例（出院10例），台湾地区153例（出院28例，死亡2例）。 原图 ,,http://wx1.sinaimg.cn/large/005YGkF1ly1gd2fv7qa3fj30u01hctrq.jpg,无,无,2020-03-22 09:17,iPhone客户端,3,0,5
IzJQiosYd,【不忘惨痛教训 实现转型新生！市政府召开响水“3·21”事故善后处置专题会议】 3月21日下午，市长曹路宝在响水县陈家港镇主持召开“3·21”事故善后处置专题会议，总结回顾一年来事故善后处置情况，部署安排后续处置工作，强调任何时刻不能忘记“3·21”事故带给我们的惨痛教训，要始终牢牢守住安全环保底线，坚决打赢事故后续处置攻坚战、持久战，自觉践行新发展理念，以实际行动实现响水和陈家港地区转型新生。http://t.cn/A6zBROZ5 ,,无,无,无,2020-03-22 07:23,iPhone客户端,8,0,2
IzJNXAXus,【世卫组织：中国以外新冠肺炎确诊病例达184657例】世界卫生组织21日公布的最新数据显示，中国以外新冠肺炎确诊病例达184657例。　　世卫组织每日疫情报告显示，截至欧洲中部时间20日23时59分（北京时间21日6时59分），中国以外新冠肺炎确诊病例较前一日增加31884例，达到184657例；中国以外死亡病例较前一日增加1336例，达到7923例。　　全球范围内，新冠肺炎确诊病例较前一日增加32000例，达到266073例；死亡病例较前一日增加1344例，达到11184例。　　随着新冠肺炎全球确诊病例持续快速增加，世卫组织欧洲、西太平洋、非洲区域办公室多名负责人呼吁全球团结一致抗击新冠肺炎。世卫组织认为，确保国际合作、卫生投资以及社区参与是有效应对疫情的关键。 ,,无,无,无,2020-03-22 07:17,iPhone客户端,2,0,0
IzF7LonrO,致敬！253位盐城援鄂医务人员全名单，摘下口罩的样子真美！致敬！253位盐城援鄂医务人员全名单，摘下口罩的样子真美！  原图 ,,http://wx3.sinaimg.cn/large/005YGkF1gy1gd1rqvx6r8j30q40b4jw1.jpg,无,无,2020-03-21 19:22,微博 weibo.com,30,2,2
IzF6fFABN,【我省明确开学时间】#开学时间# 经省委、省政府同意，全省各级各类学校自2020年3月30日起分批次、错峰开学。其中，高三年级、初三年级3月30日开学；中小学（含中职学校、特教学校、幼儿园，下同）其他学段、年级做好4月7日开学准备，具体开学工作经各设区市疫情防控工作领导指挥机构批准后实施；高校以4月13日为开学起始时间做好开学准备工作，具体开学时间经批准后由学校发布。各地各校要严格落实教育部关于“疫情没有得到基本控制前不开学、学校基本防控条件不具备不开学、师生和校园公共卫生安全得不到切实保障不开学”的要求，具备条件的地方和高校分期分批有序开学。校外培训机构、婴幼儿照护机构恢复线下集中培训（照护）活动的时间在当地中小学全部开学后由各设区市疫情防控工作领导指挥机构确定。 ,,无,无,无,2020-03-21 19:18,HUAWEI Mate 30 5G,9,3,7
IzErJq7y7,【盐城市气象台今天16时发布】            全市今天夜里阴，部分地区有阵雨或雷雨，明天白天阴转多云到晴，偏南风转东北风4到5级阵风6级，明晨最低温度10到11度，明天最高温度17到18度。      23日晴到多云，低温5度左右，高温19度左右。      24日多云转阴，低温4度左右，高温20度左右。  ,,无,无,无,2020-03-21 17:39,HUAWEI Mate 30 5G,4,1,0
