微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Iqvq9rPw9,【钟南山：没有特殊情况不要去武汉】钟南山：普通人要提高对新型冠状病毒肺炎的认识，现在已经存在有人传人，同时医务人员也有传染，所要要提高警惕。①没有特殊情况不要去武汉；②有感冒要到发热门诊就诊；③要戴口罩。（央视新闻）央视新闻的微博视频  ,,无,无,无,2020-01-21 14:07,微博视频号,5,0,0
Iqn2p8Pw0,【长深高速溧阳曹山互通建设工程项目建成通车】1月20日，长深高速溧阳曹山互通建设工程项目建成通车，其收费站同日开征运营。曹山互通位于溧阳上兴镇境内长深高速公路与341省道交叉处，是长深（宁杭）高速公路上新增互通项目，为A型单喇叭口形式。至此，长深（宁杭）高速公路在溧阳市境内的互通接口已达5个，溧阳全境建成、在建高速互通增至13个，数量位居全国县级市前列，将有力助推曹山旅游度假区和经济开发区发展，为溧阳接轨南京战略提供有力的交通支撑。 原图 ,,http://wx3.sinaimg.cn/large/9bf793c7gy1gb34gfphpfj20ll0eygml.jpg,无,无,2020-01-20 16:47,搜狗高速浏览器,2,0,0
IqmXRgClx,【转发扩散！#如何正确戴口罩#？如何打开洗手的正确方式？】预防病毒，任何时候都建议：1.避免频繁暴露于人口密集区域；2.做好手卫生，出门带口罩；3.抵抗力弱的老人、孩子应格外注意防护；4.有流感和重症流感症状时，一定要及时就医。长江日报的微博视频  ,,无,无,无,2020-01-20 16:35,微博视频号,2,1,0
Iqm1dvU2h,【常州出口企业连续3年享出口退(免)税超200亿元】2019年，常州税务部门累计办理出口退（免）税额209.03亿元，连续三年突破200亿大关。据悉，常州税务部门全年累计受理出口企业退（免）税申报4.44万户次，申报出口额263.32亿美元，与去年同期基本持平。  ,,无,无,无,2020-01-20 14:11,搜狗高速浏览器,4,1,0
IqkmAnPsa,【今日，大寒】俗话说：“过了大寒，又是一年”，大寒是二十四节气的最后一个。大寒后，神州大地又将迎来新一年的节气轮回，天气也开始渐渐回暖。大寒有三候，分别是“鸡始乳、征鸟厉疾、泽腹坚”，你知道他们分别代表什么寓意吗？更多大寒知识点，转走一起学↓↓大话熹游的秒拍视频  ,,无,无,无,2020-01-20 09:58,微博视频号,2,1,1
Iqkawfbkl,【国务院督导组来常督导检查道路交通安全专项整治工作】国务院督导组第三工作组副组长、公安部交管局副巡视员石勇日前率队现场督导检查我市道路交通安全专项整治工作，对我市道路交通安全专项整治工作给予肯定，同时要求进一步加强薄弱环节整治，推进社会共治，打造更加安全、有序、畅通的道路交通环境。 ,,无,无,无,2020-01-20 09:28,搜狗高速浏览器,0,0,0
微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IBjsj6zME,【常泰长江大桥钢沉井首次水上接高施工全面展开】昨天，由中铁大桥局承建的常泰长江大桥主塔基础6号墩钢沉井首次水上接高施工全面展开，这是继完成首次井壁混凝土浇筑后再一次取得重大进展。此次大桥6号墩钢沉井第一次接高段共划分为三大节段，总重达2023吨，节段最大结构尺寸57.4米×39.8米×6米，最大重量758吨，计划由5000吨级新辰海洋运输船一次运输抵达桥位。钢沉井首次接高完成后，总高度达到51米，将持续施工30天左右，投入施工人员230余人。下一步，大桥钢沉井将进行首次取土下沉施工，力争年内最终下沉至设计深度。 原图 ,,http://wx2.sinaimg.cn/large/9bf793c7gy1gdebimmn8mj20rh0hvjui.jpg,无,无,2020-04-01 15:53,搜狗高速浏览器,3,0,7
IBhkpkJ5G,【常州26个“农”字头项目参加全省集中开工】昨天，在省委、省政府举行的农业农村重大项目现场推进会上，全省总投资1227亿元的283个农业农村重大项目集中开工。推进会采用视频会议形式召开，各设区市设分会场。我市在金坛智能化渔场建设项目现场设立分会场。我市首批共有26个项目参加全省农业农村重大项目集中开工。当天开工的26个项目总投资85亿元，今年计划投资逾24亿元。其中，现代种养类项目6个，总投资9亿元；农产品加工流通类项目4个，总投资3亿元；农业现代服务业项目9个，总投资66亿元；农业基础设施类项目2个，总投资2亿元；农村人居环境改善类项目5个，总投资5亿元。 ,,无,无,无,2020-04-01 10:28,搜狗高速浏览器,2,1,0
IBaphxs1b,【国家卫健委：4月1日起#每日疫情通报中将增加新冠肺炎无症状感染者#相关情况】#每日疫情通报中将增加无症状感染者#3月31日16时，国务院新闻办公室在湖北武汉举行新闻发布会，介绍中央指导组指导组织疫情防控和医疗救治工作进展。国家卫生健康委疾控局局长常继乐介绍，从4月1日起，将在每日疫情通报中，公布无症状感染者的报告、转归和管理情况，及时回应社会关切。 ,,无,无,无,2020-03-31 16:51,搜狗高速浏览器,5,2,7
IBa4o3CRW,【国家发改委：#国内油价今天不作调整#】据国家发改委31日消息，按照《石油价格管理办法》，本轮周期国内成品油价格挂靠的国际原油均价低于40美元/桶的“地板价”，国内油价今天不作调整。未调整部分将按照《油价调控风险准备金征收管理办法》规定，全额上缴中央国库，纳入一般公共预算管理。  ,,无,无,无,2020-03-31 15:59,搜狗高速浏览器,0,0,0
IB9u2CfPF,【溧宁高速公路江苏段现浇箱梁首件顺利浇筑】3月30日上午10时，溧宁高速公路江苏段现浇箱梁首件浇筑施工正式拉开序幕，经过连续10个小时奋战，于晚上8时顺利完成浇筑。该首件为溧宁高速新昌枢纽主线桥左幅第一联现浇箱梁，共计两跨，每跨长24.8m。采用满堂盘扣支架。顶板宽度17.171～18.119米，底板宽度11.221～12.169米，梁高1.4米。该首件的浇筑标志着溧宁高速项目正式进入上部现浇结构全面施工阶段。 [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/9bf793c7gy1gdd3hqhlv2j20k00gf0w1.jpg,http://ww2.sinaimg.cn/large/9bf793c7gy1gdd3hqh28sj20k00b9tar.jpg",无,无,2020-03-31 14:30,搜狗高速浏览器,4,0,0
IB8uaAzIE,【教育部：#今年高考时间推迟一个月#】教育部宣布：今年高考时间推迟一个月，将在7月7日-8日举行。对于1000万高三学子来说，距离高考时间将还有97天。这是17年来，我国首次调整高考时间。也是我国自恢复高考以来，高考时间首次推迟一个月。  ,,无,无,无,2020-03-31 11:57,搜狗高速浏览器,4,0,5
IB7GZ55fL,【联东U谷·金坛科技产业园奠基】昨天，联东U谷·金坛科技产业园在金坛经济开发区奠基。项目总投资12亿元，将聚焦先进制造业，形成集智能制造、科技成果转化、创新研发总部于一体的产业集群。当天，首批8家企业签约入驻。联东集团是国内开发规模最大、产品系列最全、入住企业最多的产业园区领军企业，在产业园区建设、项目匹配招商、企业运营管理等方面积累了大量成功经验和优质资源。金坛科技产业园项目的开工，对该区加快产业转型、加快动能转化具有重要推动作用。 ,,无,无,无,2020-03-31 09:56,搜狗高速浏览器,2,1,2
IB7lRbxjV,【齐家滨专题调研文化产业发展】昨天，市委书记齐家滨调研我市部分文化产业企业指出，要牢固树立“文化+”的理念，积极推动文化与旅游、科技等相关产业融合发展，努力增加相关产业的文化含量和附加值，促进文化资源优势更好地转化为产业优势和市场优势，为常州推进建设文旅休闲明星城贡献力量。  ,,无,无,无,2020-03-31 09:04,搜狗高速浏览器,4,1,8
IB0wddUas,【#4月份5大天文美景时间表# 转存！】①4月3日，金星与昴宿星团相合，争相闪耀；②8日，本年度最大满月现身；③15日至16日凌晨，月球先后与木星、土星、火星会合，上演“三星伴月”；④22日，天琴座流星雨“扮靓”夜空；⑤28日，金星达全年最亮。你想和谁一起看？（央视）央视新闻的微博视频  ,,无,无,无,2020-03-30 15:40,微博视频号,2,0,0
IAZWADB7d,【#常州小伙筹集6万只口罩驰援塞尔维亚#】最近，常州市民王小俊联合当地爱心企业，向塞尔维亚捐赠了5万只医用口罩、1万只N95口罩和2万份护目镜、手套、防护服。王小俊因工作关系，曾多次前往塞尔维亚，对两国友好有深切感触。这批价值15万元的防疫物资，将送往塞尔维亚驻上海总领馆，再转送塞尔维亚。http://t.cn/A6ZUmjTb ,,无,无,无,2020-03-30 14:13,微博视频号,29,4,3
IAYC34bsD,【市林业局发布今年常州林业有害生物发生趋势】市自然资源和规划局（林业局）日前发布今年我市林业有害生物发生趋势，重点是松材线虫病的大面积发生，同时需要重点监测的是美国白蛾。市林业局根据2019年越冬虫情基数调查，结合气候、物流、林情等综合因素分析，预测2020年全市林业有害生物松材线虫病疫情发生面积在1.3万亩左右，病死树数量在800株左右，但受多种因素影响，不排除松材线虫病疫情恶化、向周围非疫点扩散，造成疫情发生面积上升可能。 ,,无,无,无,2020-03-30 10:49,搜狗高速浏览器,1,0,2
IAYoR8VjM,【我市高三、初三年级陆续返校开学】全省各级各类学校自2020年3月30日起分批次、错峰开学。今日起，全市高三、初三年级陆续返校开学。据悉，为确保开学工作平稳有序，各地各校严格按照《江苏省中小学2020年春季学期开学工作指引》和《江苏省中小学2020年春季学期错峰开学指导方案》要求，建立并实行以家庭为单位的师生员工及其家人健康状况“日报告”和“零报告”制度，按规定设置隔离室，装备洗手设施，配备一定数量的口罩、体温检测仪、消毒液等各种防疫物资，优化师生就餐和住宿安排，并组织模拟开学和开展应急演练工作。我市明确，各地各校要在学校整体验收合格的基础上，经市疫情防控工作领导指挥机构批准后，方可开学。开学后，各地各校将继续按要求统筹协调好疫情防控与教育教学安排，进一步加强校园环境消杀和安全工作，严防疫情向校园输入扩散。 ,,无,无,无,2020-03-30 10:17,搜狗高速浏览器,88,3,22
IAShEhSxg,#地球一小时#今年是“地球一小时”活动开展的第13个年头。昨晚，常州市新北区城市管理与建设局、市城市照明管理处、武进区市政公用事业管理处和金坛区照明管理处共同发起“地球熄灯一小时”活动，以响应这个具有特殊意义的日子。昨天18∶15至20∶30，东经120塔、奥体中心、龙城大桥和滆湖之星等景观照明褪去往日的华彩，亮起象征着蔚蓝地球的蓝色灯光，西瀛里明城墙上投影灯打出了“2020地球一小时”的影像。20∶30起，全市的景观灯熄灭，龙城褪去了往日的灯火辉煌。 原图 ,,http://wx1.sinaimg.cn/large/9bf793c7gy1gdazjwgm72j20dw099756.jpg,无,无,2020-03-29 18:42,360安全浏览器,17,3,2
IARkbtfnf,【#消防员为学校免费消杀还留言祝福# ：你远比你想象的更优秀！】为确保学校安全有序开学，常州消防为全市有需要的学校提供免费消杀服务，守护师生健康。目前，消防部门已完成了51所学校消杀。他们还在高三教室为同学们留下祝福：“你远比你想象的更优秀！奥力给！”  ,,无,无,无,2020-03-29 16:16,360安全浏览器,108,1,14
IAPj0mpI0,【常州市纪委监委分类指导整体推进派驻监督工作】近日，常州市纪委监委相继召开4场派驻监督工作视频会议，对全市33个派驻机构工作进行分类指导，全面推进深化纪检监察派驻机构改革和全年派驻监督工作。常州市纪委监委分类指导整体推进派驻监督工作  ,,无,无,无,2020-03-29 11:08,微博 weibo.com,64,1,8
IAHEz1cbW,【江苏省疾控中心专家解读：江苏疫情防控由省级二级响应调整为三级响应】当前，江苏省新冠肺炎疫情防控工作已取得阶段性成果，3月14日全省确诊病例实现“清零”。我省自2020年3月27日24时起，将新冠肺炎疫情防控应急响应级别由省级二级响应调整为省级三级响应。响应等级调整意味着什么？对此，江苏省疾控中心专家武鸣进行了深度解读。  http://t.cn/A6Zq15Dm ,,无,无,无,2020-03-28 15:39,专业版微博,137,1,42
IAGSTu96R,【向着春天出发！#江苏援黄石医疗队全部撤离#】3月27日，湖北黄石最后一名新冠肺炎确诊患者治愈出院，黄石实现了新冠肺炎确诊和疑似病例双“清零”。今天，江苏援黄石医疗队留守的122名队员完成使命，全部撤离黄石。你们辛苦了！转发，欢迎英雄们回家！荔直播的秒拍视频  ,,无,无,无,2020-03-28 13:41,微博视频号,21,2,0
IAFCumyHY,#全民战疫#【经此一疫·铭记】这段日子，你看见了什么？又记住了什么？哭过，笑过，累过，扛过。在同一片天空下，我们亲历同一场永生不忘。很多人、很多事，从前素昧平生，之后却绝不遗忘。还有更多，我们也会铭记心中：那些感慨与感动，那些生命与生活，那些爱与被爱。一切不平凡的开始，终究要回归平凡。平凡有多么来之不易，不平凡就有多么刻骨铭心。 http://t.cn/A6ZGKzM0 ,,无,无,无,2020-03-28 10:28,微博视频号,6,2,1
IAyj8htzB,【中国气象局：#今年我国气候涝重于旱#】中国气象局国家气候中心气候服务首席专家周兵介绍，3月25日，广西等地出现区域性暴雨，已经满足入汛标准，成为历史上仅次于1983年开汛第二早的年份，入汛时间较往年偏早12天。预计今年汛期5月-9月，我国气候状况总体偏差，#今年降水呈南北多中间少分布特征#，涝重于旱。全国大部气温偏高，黄淮西部、江淮、江汉、江南北部等地可能出现高温热浪。登陆我国的台风个数略偏多，强度略偏强。http://t.cn/A6ZUxHVk ,,无,无,无,2020-03-27 15:51,微博视频号,2,1,0
IAxBLB7xh,【市领导专题调研新时代文明实践建设工作】昨天上午，市委常委、宣传部长陈涛赴武进区调研新时代文明实践建设工作情况。在实地参观湖塘镇新时代文明实践所、嘉泽镇跃进村新时代文明实践站并与区、镇、村相关负责人座谈交流后，陈涛指出，新时代文明实践站所和广大志愿者在此次疫情防控期间发挥了重要作用，展现了我市新时代文明实践建设工作的成效。 ,,无,无,无,2020-03-27 14:04,搜狗高速浏览器,1,1,2
IAoGgA9Bb,【常州设立普惠金融服务中心】常州日前设立普惠金融服务中心，首期申请1亿元转贷资金。目前，普惠金融服务中心已签约江南农商行、交通银行常州分行、江苏银行常州分行、建设银行常州分行等金融机构，为天宁区郑陆镇某金属科技有限公司等5家企业提供转贷资金6750万元。  ,,无,无,无,2020-03-26 15:21,搜狗高速浏览器,3,1,1
IAoeioGvH,【常州29个项目获省科学技术奖 奖项数取得新突破】近日，省政府发布《关于2019年度江苏省科学技术奖励的决定》，我市共有29个项目获得江苏省科学技术奖，其中一等奖4项、二等奖11项、三等奖14项，我市获奖总数再创新高，列全省第一方阵，一等奖获奖数取得新突破。此外，星宇车灯荣获省企业技术创新奖，常州大学伊格·亚历山卓夫获得国际科学技术合作奖，新设立的省青年科技杰出贡献奖中，我市中车戚研所李枫入围。 ,,无,无,无,2020-03-26 14:12,搜狗高速浏览器,5,0,0
IAmSesrZJ,【溧阳市将于4月18日至5月18日举办“两节”】溧阳市将于4月18日至5月18日举办2020中国·溧阳茶叶节暨天目湖旅游节，并通过线下线上办节方式，推出“云”茶叶节。本届“两节”将开展一系列文旅、经贸和宣传推介活动，进一步彰显“美音自在溧阳”的城市形象，促进“四大经济”发展，夯实社会主义现代化建设试点工作，加快推动“宁杭生态经济带最美副中心城市”建设。 ,,无,无,无,2020-03-26 10:45,搜狗高速浏览器,4,1,1
IAmtNe6S3,#微直播#昨天，2019年常州市食品安全状况新闻发布会在行政中心召开。去年一年，常州全市共计抽检各类食品28512批次，样品合格率为98.64%，同比2018年上升0.52个百分点；收到并受理食品类投诉举报1433件，较2018年减少约150件；没有发生系统性、源头性的重大食品安全事故。此外，2019年我市食品安全在“双安双创”方面也取得重大突破，我市成功创成全省首个“国家农产品质量安全市”；新北区、天宁区建成省级“食品安全示范区”，溧阳市、金坛区通过了省级“食品安全示范区”初评。 原图 ,,http://wx1.sinaimg.cn/large/9bf793c7gy1gd735epofgj21400u0x6q.jpg,无,无,2020-03-26 09:44,搜狗高速浏览器,5,1,0
IAmgOi11c,【省安全生产督导组下沉金坛督导】近日，省安全生产第四督导组组长、省人大监察和司法委员会主任委员莫宗通率督导组，赴金坛区调研督导我市危化企业安全生产专项整治工作。24日下午，督导组专家抽查了金坛区部分危化企业，深入现场检查企业安全生产状况，全面了解企业安全生产主体责任落实情况。25日上午，莫宗通一行对江苏储气库分公司、中盐常州化工股份有限公司等企业进行实地督导调研，并召开金坛盐化工区（金坛新材料科技产业园）企业代表座谈会，围绕企业主体责任落实、安全生产风险管控和隐患排查治理等方面开展调研。下午，督导组听取了金坛区安全生产工作情况汇报。代理市长陈金虎陪同调研督导，并要求对督导组提出的问题立行立改，同时举一反三，确保类似问题同步整改到位。 ,,无,无,无,2020-03-26 09:12,搜狗高速浏览器,1,0,0
IAg4HENS6,【短时临近预报】目前金坛南部和溧阳北部地区有较强雷雨回波逐渐向东北方向移动，受其影响，预计未来6小时常州大部分地区将出现雷阵雨天气，并可能伴有短时强降水、雷雨大风等强对流天气，请注意防范。常州市气象台25日17时 常州  显示地图 ,,无,无,无,2020-03-25 17:26,iPhone客户端,6,1,2
IAfxVgCEr,【工信部：#中国5G基站建设达13万个#】25日，国务院联防联控机制举行新闻发布会，工业和信息化部信息通信管理局局长韩夏介绍称，去年底，中国5G基站建设有13万个，今年还要进一步加大建设力度。此外，韩夏补充，疫情期间，新建的4G和5G基站超过6.3万个，进一步提升了网络的能力，夯实了通信服务保障的网络基础。 ,,无,无,无,2020-03-25 16:05,搜狗高速浏览器,0,0,1
IAeKzda50,【金旺新项目开工 达产后可新增年销售20亿元】近日，江苏金旺智能工厂项目在金坛区金科园开工。新项目占地100亩，总投资5亿元，全部达产后可新增销售20亿元、纳税1.2亿元。一期工程将购置主要设备272台（套），今年6月底投产。整个工程将于后年6月底竣工，届时年生产设备可达2万台（套）。  ,,无,无,无,2020-03-25 14:04,搜狗高速浏览器,1,0,1
IAdOkwNVG,"【#江苏全省电影院将恢复营业#：错位隔排隔座售票】24日，江苏宣布全省影院进入""回归倒计时""，各地影院符合要求、经批准可复业。要求：返岗人员在""苏康码""等平台登记报备，绿码方可上岗；3D眼镜等公共用品""一用一消毒""；""错位隔排隔座""售票，观众距离1米以上、并备口罩。  ",,无,无,无,2020-03-25 11:40,搜狗高速浏览器,7,3,4
IAd9qC9BT,【全市21个重点景区旅游半价】常州将开展为期一个月的文旅惠民月系列活动，邀请广大市民和游客“春回龙城·重逢常州”。活动具体分为“感恩普惠游”“情满龙城游”“致敬免费游”“超值文化游”“文化惠民游”“乡野踏青游”等几大板块，紧紧围绕惠民、感恩、送温暖等主题。活动期间，全市21个重点收费景区门票半价，在此基础上还有淹城双园门票1元秒杀，天目湖山水园、南山竹海、御水温泉1元秒杀等特惠活动；开通春季乡村旅游免费专线车，旅行社推出让利优惠产品，让大家走出家门赏花踏青；全市文化单位开展各类公益文化活动，丰富市民文化生活。 原图 ,,http://wx2.sinaimg.cn/large/9bf793c7gy1gd5xyuhe27j20r30h7jym.jpg,无,无,2020-03-25 10:00,搜狗高速浏览器,18,5,4
IAd3Xp6JK,【总投资417亿元 今年常州开工建设22个文旅项目】为打造文旅休闲明星城，将常州建设成长三角独具特色、魅力的休闲度假目的地城市，我市将对标全国一流，确保到2022年实现全市旅游总收入超1500亿元，旅游业增加值占GDP比重超8%，新增国家5A级旅游景区1家、国家级旅游度假区2家、5星级酒店及国际高端知名品牌酒店10家，培育全国知名综合性文旅集团5家，培育全国知名旅行社5家，创成国家文化和旅游消费试点城市，全力打造拳头产品，增强旅游硬实力。2020年，我市开工22个文旅项目，总投资达417亿元。 [组图共6张] 原图 ,,"http://ww2.sinaimg.cn/large/9bf793c7gy1gd5xkfrba2j20lp08lmxi.jpg,http://ww4.sinaimg.cn/large/9bf793c7gy1gd5xkfrglij20gs0izta7.jpg,http://ww2.sinaimg.cn/large/9bf793c7gy1gd5xkfuhbfj20ln0mjmyt.jpg,http://ww2.sinaimg.cn/large/9bf793c7gy1gd5xkfqajkj20m0059glo.jpg,http://ww4.sinaimg.cn/large/9bf793c7gy1gd5xkfptdfj20l207r74g.jpg,http://ww3.sinaimg.cn/large/9bf793c7gy1gd5xkfseo9j20d90n8aca.jpg",无,无,2020-03-25 09:46,搜狗高速浏览器,10,3,10
IAcRf2VFv,【市委市政府召开全市旅游发展大会】3月24日上午，市委、市政府召开全市旅游发展大会。市委书记齐家滨强调，这既是推动旅游业高质量发展的动员大会，也是文旅休闲明星城建设的启动大会。旅游是大产业、大民生、大展示，关系长远发展、关系民生福祉、关系城市形象，要促进大融合，推动大发展，努力打造全国一流旅游目的地城市。 原图 ,,http://wx4.sinaimg.cn/large/9bf793c7gy1gd5wo8tuz2j20k00dc46v.jpg,无,无,2020-03-25 09:15,搜狗高速浏览器,3,3,2
IA4mj8ALf,【冲绳飞常州公务机航班抵常 机上人员集中隔离】昨天下午2时许，日本冲绳飞来我市的JSU183公务机航班降落在常州机场。为做好防止疫情输入工作，常州机场出入境边防检查站提前制订勤务保障预案、备好防疫用品，联合相关部门迅速启动联防联控机制。在海关完成全部检疫程序后，边检民警开展公务机监护、人数清点和清舱工作，并为全机11名机组人员和旅客快速办理了边检通关手续。随后，机上所有人员被送至指定隔离点，进行为期两周的医学隔离观察。勤务结束后，该站还专门组织警力对执勤现场及执勤设施设备进行了全面防疫消毒。受疫情影响，3月13日以来，常州机场的国际（地区）航班全面停运。 ,,无,无,无,2020-03-24 11:37,搜狗高速浏览器,16,0,7
IA42tizDY,【市领导调研春秋淹城遗址公园改造提升项目】昨天，市委常委、宣传部长陈涛到武进区调研春秋淹城遗址公园改造提升项目，现场察看春秋淹城旅游区建设运营情况，并听取遗址公园改造提升实施情况。陈涛指出，春秋淹城遗址公园改造提升项目要抓住机遇，提高保护传承的意识。市、区要共同参与，各部门积极配合、加强对接，找准公园定位，以保护传承为重心，明确思路，推动大运河保护、传承与利用，努力把遗址公园建设成为高颜值的生态长廊、高品位的文化长廊、高效益的经济长廊，助力常州旅游明星城建设，成为常州乃至江苏文化建设高质量的鲜明标志和闪亮名片。 ,,无,无,无,2020-03-24 10:48,搜狗高速浏览器,6,1,0
IA3R5lSMF,【陈金虎调研轨道交通二号线沿线环境综合整治工作】昨天下午，代理市长陈金虎实地调研轨道交通二号线沿线环境整治工作。他强调，轨道交通二号线贯穿城市东西发展主轴，沿线市容环境综合整治工程是提升城市品质的重点工程，也是重要民生工程，要高标准定位、高品质建设、高效率推进，打造让百姓满意、让游客向往的精品工程，不断提升城市品质、改善城区面貌，增强百姓的获得感与幸福感。 ,,无,无,无,2020-03-24 10:20,搜狗高速浏览器,7,1,5
IzWhFtszD,【#国际奥委会与日本奥委会磋商东京奥运会延期#】#关注新冠肺炎# 据日本共同社报道，东京奥运会和残奥会组织委员会主席森喜朗23日透露，已与国际奥委会（IOC）主席巴赫之间达成一致，将在日方和国际奥委会方面各自甄选代表，磋商东京奥运延期等事宜。 （中新网）  ,,无,无,无,2020-03-23 15:03,搜狗高速浏览器,1,1,0
IzVpcCApC,【常州市关于进一步加强境外疫情防控工作的通告】当前，国际疫情快速蔓延带来的输入性风险不断增加，为最大限度控制传染源，切断传播途径，保障全市经济社会正常运行，现就进一步严防境外疫情输入、严格入境来常人员健康管理通告如下：一、即日起，所有入境（包括港澳台地区）来常人员，均应在集中观察点进行14天医学观察，费用自理。不再受理有单独住所且住所内没有其他同住人员的居家观察申请。二、全体市民、各机关企事业单位在境外有亲属亲友、本单位职工等需回常的，或者境外人员自行来常的，须提前48小时主动将相关信息（包括姓名、联系方式、所在国家和地区、途经国家和地区、入常时间、所乘交通工具及班次等）向居住地所在社区（村）报备或向入住地公安机关报告。社区（村）、公安机关核对梳理相关信息后及时反馈辖市区疫情防控指挥部。抵常后主动到居住地集中观察点实施14天医学观察。三、所有入境来常人员按照“应采尽采”原则进行核酸检测。入境时已进行核酸检测的，在隔离期满前一天再进行1次核酸检测。四、各辖市区集中观察点要进一步扩容提标，在符合防疫要求的前提下，尽可能满足入境来常人员差异化的需求。对已实行居家观察的入境来常人员要严格落实“四包一”措施和人文关怀。社区（村）要全面摸排新近入境人员信息，鼓励社区居民主动向街道（乡镇）、社区（村）、属地派出所提供新近入境人员线索。支持公安机关对违反疫情防控规定的人员依法严肃处理。附：常州市涉外疫情防控工作相关单位联系方式 常州市新型冠状病毒肺炎疫情防控应急指挥部2020年3月23日 原图 ,,http://wx3.sinaimg.cn/large/9bf793c7gy1gd3rmi6acvj20em0c6glx.jpg,无,无,2020-03-23 12:49,搜狗高速浏览器,43,7,12
IzUrGu5Cn,【总投资30亿元 网博数字化产业基地建设开工】近日，常州网博数字化产业基地建设开工。网博视频进出口溯源数字化产业基地总投资30亿元，用地201亩，总建筑面积47万平方米，主要建设视频进出口和溯源基地，形成版权交易平台、内容溯源中心、内容审核中心、内容翻译中心、版权管理中心等全新业态。今年计划投资5亿元。预计到2022年，江苏网博视界将正式搬进基地。 ,,无,无,无,2020-03-23 10:22,搜狗高速浏览器,4,1,3
IzU8g5QbU,【全市今年农业农村领域重大项目计划投资80亿元】今年我市将持续开展“农业农村重大项目推进年”活动，围绕农业农村产业发展、农村人居环境改善、农业农村重大基础设施建设等，尤其是“补短板”要求，推进重大项目。在2020年全市农业农村领域重大项目投资计划表中，共列出项目100个，总投资额236亿元，今年计划投资79.4亿元。无论项目数还是年度投资额，均为历年最高。 ,,无,无,无,2020-03-23 09:34,搜狗高速浏览器,4,0,0
IzP55iKL3,关于我市清明节期间有序开放现场祭扫活动的通告  [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/9bf793c7gy1gd2zo3q0grj20fr1k77dx.jpg,http://ww4.sinaimg.cn/large/9bf793c7gy1gd2zp4h34zj20go9om1l1.jpg",无,无,2020-03-22 20:43,微博 weibo.com,5,3,4
IzNSBBrZ4,【新时代 新作为 新篇章】消费券激活乡村旅游市场 南京52个观测点游客量昨天已达去年同期七成【新时代 新作为 新篇章】消费券激活乡村旅游市场 南京52个观测点游客量昨天已达去年同期七成  ,,无,无,无,2020-03-22 17:39,360安全浏览器,1,0,0
IzMRUoYTn,万水千山见证江苏担当·产业合作篇 | 培育动能，促进“输血”变“造血”万水千山见证江苏担当·产业合作篇 | 培育动能，促进“输血”变“造血”  ,,无,无,无,2020-03-22 15:05,360安全浏览器,0,0,0
IzCcPiByz,【科教城首聘作风建设特约监督员】3月20日，常州科教城召开“内涵发展提质年”暨机关作风建设动员大会，集中精力抓项目，锲而不舍抓企业，持之以恒抓环境。会上，科教城党工委专门聘请了首批10名作风建设特约监督员，进一步加强机关作风建设，打造更好营商环境。数字报纸  ,,无,无,无,2020-03-21 11:56,专业版微博,1,0,0
IzCbmAS6M,【我市又有19名援湖北医疗队员归来】随着疫情防控形势逐步转好，完成救助任务的各地驰援医疗队分批离开湖北。根据国家卫健委统一安排，常州19名援湖北医疗队员昨天晚上平安回家。据统计，我市先后派出92名医护人员支援湖北，分驻武汉、黄石。此前，我市69名援湖北医疗队员于17日晚平安返回常州。 http://t.cn/A6zuFMHf ,,无,无,无,2020-03-21 11:53,专业版微博,15,1,0
IzuGWDjo2,【辛苦了！国家卫健委：#已撤离1.2万名援鄂医务人员#】国家卫健委医政医管局监察专员郭燕红：援鄂医疗队从17日开始撤离，截至今天已撤离1.2万名援鄂医务人员，他们主要是在方舱和非重症定点收治医院工作的医务人员。还将安排国家医疗救治专家组及高水平重症救治团队，坚守在重症定点收治的医院。致敬！ http://t.cn/A6znytr0 ,,无,无,无,2020-03-20 16:49,微博视频号,2,0,2
Izu0CrG8M,#江苏驰援湖北#【再让我们拥抱下，我的江苏战友】3月20日江苏援黄医疗队首批队员启程返回江苏！39天携手战疫，39天奋力拼搏，江苏黄石两地医护人员结下了深厚的情谊。今天一大早，不少黄石医护人员赶到住地为战友送行。扬子晚报的微博视频  ,,无,无,无,2020-03-20 15:04,微博视频号,5,2,0
IztsSBY5Q,#江苏驰援湖北#【苏鄂一家亲！#江苏医疗队亮灯感谢英雄的武汉人民#】3月17日，江苏医疗队已经陆续开始撤离武汉，临走时，队员们有个小小的心愿：为武汉人民的坚守说一声感谢。得知队员们的小心愿后，江夏区妇联和有关单位合作，用暖心的话语，点亮了武汉的夜空：江苏医疗队感谢坚守的武汉人民，同饮一江水，苏鄂一家亲！而武汉人也同样用大屏回应江苏医疗队：谢谢您，援鄂医疗队！致敬英雄，一路平安！http://t.cn/A6zTXVD8 ,,无,无,无,2020-03-20 13:41,微博视频号,13,2,0
