微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IA2Nd7mvJ,#早安·江苏#【雷阵雨】今天白天全省晴到多云；夜里全省多云转阴，其中淮河以南地区有时有阵雨，全省东南风4级左右，今天最高温度：全省20～21℃，明晨最低温度：沿江和苏南地区11～12℃，其它地区9～10℃。 （图片：@好摄先生1902 ）  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/a5f5fd2agy1gd4o8bvmbdj20j60cr0vg.jpg,http://ww3.sinaimg.cn/large/a5f5fd2agy1gd4o8flja0j20j60csdif.jpg,http://ww1.sinaimg.cn/large/a5f5fd2agy1gd4o8ao74rj20j60cs0v1.jpg,http://ww4.sinaimg.cn/large/a5f5fd2agy1gd4o89bi6vj20j60cs0tv.jpg,http://ww3.sinaimg.cn/large/a5f5fd2agy1gd4o8gzi3aj20j60pk0ze.jpg,http://ww3.sinaimg.cn/large/a5f5fd2agy1gd4o8hxyuwj20j60cswj0.jpg,http://ww1.sinaimg.cn/large/a5f5fd2agy1gd4o8j0nhxj20j60csjuw.jpg,http://ww3.sinaimg.cn/large/a5f5fd2agy1gd4o8jy7btj20j60cs0wt.jpg,http://ww4.sinaimg.cn/large/a5f5fd2agy1gd4o8low1bj20j60csgns.jpg",无,无,2020-03-24 07:37,无,11,3,5
IzZrrFocx,【3月23日起，江苏对所有入境人员采取集中医学观察14天措施】根据境外疫情发展形势，结合江苏省防范境外疫情输入工作实际，江苏省自3月23日起对所有入境人员采取集中医学观察14天措施（条件不允许的可实施居家医学观察）。  原图 ,,http://wx1.sinaimg.cn/large/a5f5fd2agy1gd49fw7pncj20dw0dwgmv.jpg,无,无,2020-03-23 23:06,无,32,31,14
IzZcRvnXw,#夜思#【很高兴再见你，熟悉的南京！】樱花盛开的鸡鸣寺，人来人往的新街口，车水马龙的应天大街，排长队的烤鸭店……喧闹的城市和以前一样，是我们熟悉的热情澎湃的样子！终于等到了，我们熟悉的南京！当所有人都摘下口罩，我们看到彼此的笑脸，也会想对曾经空城南京说一句，愿后会无期！http://t.cn/A6ze5B2K ,,无,无,无,2020-03-23 22:30,微博视频号,25,9,4
IzYhM85y5,【中央应对新冠肺炎疫情工作领导小组：#当前全国本土疫情传播基本阻断#，#全球疫情大流行下要外防输入内防反弹#】23日，中央应对新冠肺炎疫情工作领导小组召开会议指出，当前，以武汉为主战场的全国本土疫情传播基本阻断，但零星散发病例和局部暴发疫情风险仍然存在，结合全球疫情大流行形势，要实行“外防输入、内防反弹”防控策略。武汉和湖北要做好重症患者救治，及时收治新发病例。各地要坚持实事求是、公开透明发布信息，不得瞒报漏报，一旦发现疫情要精准管控，控制在病例发生和可能传播的场所。精准有效防范疫情跨境输入输出，为国际社会抗击疫情提供力所能及帮助。我驻外使领馆和有关方面要着力做好对我境外公民的领事保护和疫情防护帮扶。http://t.cn/A6zkzNr6 ,,无,无,无,2020-03-23 20:09,微博视频号,6,1,3
IzY2jdMEu,【出入境人员隐瞒健康状况将追究法律责任】海关总署卫生检疫司副司长宋悦谦：要求所有出入境人员必须进行健康申报；对所有入境人员严格实施“三查三排一转运”：“三查”即健康申明卡核查、体温监测筛查、医学巡查；“三排”即流行病学排查、医学排查、实验室检测排查；“一转运”即对判定的确诊病例、疑似病例、有症状人员和密切接触者一律按规定移交地方联防联控机制做后续处置。（央视新闻）http://t.cn/A6zD9WDH ,,无,无,无,2020-03-23 19:31,微博视频号,2,1,0
IzXJwFx2m,#生活提示#【如何运动才能提升免疫力？】由于新冠肺炎疫情，很多人都减少了门，“宅”在家中，运动专家建议，防疫期间居家运动不能少。科学合理地做一些运动，不仅有助于保持良好身材，还能增强个人免疫力。  CCTV生活提示的微博视频  ,,无,无,无,2020-03-23 18:45,微博视频号,3,3,1
IzXGQjrxe,【#湖北黄石恢复城区交通解除硬隔离#】黄石市新型冠状病毒肺炎疫情防控指挥部发布通告：自23日零时起，社区（村组）人员、车辆恢复正常出行，居民戴口罩、体温监测正常即可通行；保留部分现有哨卡，作为应急备用，拆除影响公共交通、消防应急通道、小区人员车辆出行的哨卡和影响复工复产复市、居民生活的硬隔离设施；恢复城区正常交通秩序，取消私家车单双号上路行驶限制，全面恢复网约车正常运营。（央视新闻） 原图 ,,http://wx3.sinaimg.cn/large/a5f5fd2agy1gd3vz70iilj20sg0xudoj.jpg,无,无,2020-03-23 18:38,无,5,0,0
IzXvcb77v,#便民提示#【南京市旅游游园年卡延期使用】 ①年卡有效期截止日在2020年1月24日至2020年3月23日的用户，2020年3月23日至2020年6月20日之间仍可正常使用。②年卡有效期截止日在2020年3月23日（含3月23日）之后，使用期限在原有基础上顺延使用90天。③对已持有年卡的医务工作者免费延期使用365天。  [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/a5f5fd2agy1gd3vypcmh7j20c807gwfm.jpg,http://ww1.sinaimg.cn/large/a5f5fd2agy1gd3vyor2sej20c80fytb6.jpg",无,无,2020-03-23 18:09,无,7,2,2
IzWGAjTE0,【#武汉大学樱花雨#】“今年我们没有相见，每朵樱花都有个梦想”，戳视频↓↓看武大樱花雨。网友：来年春天，必如约而至！ 武汉大学的微博视频  ,,无,无,无,2020-03-23 16:05,微博视频号,4,1,1
IzWwrc5vJ,#教育资讯#【各种装备齐上阵 备战开学很硬核 江苏各地扎实做好开学准备工作】江苏各级各类学校自3月30日起分批次错峰开学。苏州市金阊新城实验小学校提前储备了口罩和消毒液，清洗学校的供水管网;各地学校举行防控演练，涵盖师生晨午检、洗手、突发病例隔离处理报告等环节;泰州中学严把食堂安全关，启用点餐系统，方便学生即时点餐......各地积极行动，扎实做好开学各项准备工作。 http://t.cn/A6zenUgk ,,无,无,无,2020-03-23 15:40,微博视频号,30,7,15
IzW7mAMju,#江苏播报#【切实提高本质安全水平，娄勤俭会见孙华山一行】日前，江苏省委书记娄勤俭在南京会见了国务院江苏安全生产专项整治督导组常务副组长、应急管理部副部长孙华山一行。去年以来，江苏坚持狠抓责任落实，强化制度建设，推进产业升级，着力提升本质安全水平。我们将在督导组的支持帮助下把安全生产专项整治工作抓得更紧、更实、更有效，确保向党和人民交上一份合格答卷！ http://t.cn/A6zeTM3N ,,无,无,无,2020-03-23 14:38,微博视频号,1,2,0
IzVkxAWgy,【#各国参考中国经验建特色方舱医院#】随着全球疫情不断蔓延，如何收治数目庞大的新冠肺炎患者正成为一个棘手的问题。参考中国经验，各国纷纷打造适合自己的“方舱”医院。央视网快看的微博视频  ,,无,无,无,2020-03-23 12:38,微博视频号,5,0,0
IzTROmxj0,【#31省区市新增39例均为境外输入#，#湖北连续5日无新增#】3月22日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例39例，新增死亡病例9例（湖北9例），新增疑似病例47例。　　当日新增治愈出院病例459例，解除医学观察的密切接触者661人，重症病例减少96例。　　截至3月22日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例5120例（其中重症病例1749例），累计治愈出院病例72703例，累计死亡病例3270例，累计报告确诊病例81093例，现有疑似病例136例。累计追踪到密切接触者688993人，尚在医学观察的密切接触者10701人。　　湖北新增确诊病例0例（武汉0例），新增治愈出院病例447例（武汉434例），新增死亡病例9例（武汉9例），现有确诊病例4768例（武汉4700例），其中重症病例1714例（武汉1699例）。累计治愈出院病例59879例（武汉42788例），累计死亡病例3153例（武汉2517例），累计确诊病例67800例（武汉50005例）。新增疑似病例0例（武汉0例），现有疑似病例0例（武汉0例）。　　3月22日0—24时，新增报告境外输入确诊病例39例（北京10例，上海10例，福建6例，广东6例，山东2例，甘肃2例，浙江、河南和重庆各1例）。截至3月22日24时，累计报告境外输入确诊病例353例。　　累计收到港澳台地区通报确诊病例507例：香港特别行政区317例（出院100例，死亡4例），澳门特别行政区21例（出院10例），台湾地区169例（出院28例，死亡2例）。 原图 ,,http://wx3.sinaimg.cn/large/a5f5fd2agy1gd3ku0b6iwj20dw0dwmyg.jpg,无,无,2020-03-23 08:54,无,2,2,1
IzTl08H5g,#早安·江苏#【23-24日白天以晴好天气为主，明晨气温较低】今天全省多云到晴，今晨沿淮东部局部地区有雾或浓雾。全省东南风3级左右，今天最高温度：淮北地区21℃左右，沿江和苏南地区17～18℃，其它地区19～20℃，明晨最低温度：本省东北部地区3～4℃，有霜冻，苏南地区8～9℃，其它地区6℃左右。（视频：@山海摄影记）http://t.cn/Aie1Fatw ,,无,无,无,2020-03-23 07:33,微博视频号,5,6,1
IzPMqsHWX,#夜思#【致敬！武汉街头的守夜人】他们是安保，志愿者，快递员，他们是“武汉守夜人”。“爸妈，我非常非常想念你们”“刘洋，马上要开学了，你要用心读书”......坚守战疫前线数月的他们，有很多话想对家人说↓↓致敬#战疫中的平凡人#！@人民网 人民网的微博视频  ,,无,无,无,2020-03-22 22:30,微博视频号,5,4,4
IzOJI13vs,#生活提示#【疫情转好 何时才能开学？教育部权威专家为您答疑解惑！】随着国内疫情防控形势好转，当前不少省份应急响应级别已经下调，很多家庭十分关注孩子上学的问题。教育部权威专家帮您一一解答！  CCTV生活提示的微博视频  ,,无,无,无,2020-03-22 19:50,微博视频号,3,3,2
IzObEa0nd,【120多名江苏医疗队队员坚守黄石：不胜不归！】3月19日起，黄石全境均为疫情低风险地区。20日，240名江苏援黄石医疗队员首批撤离，目前还有120多名队员仍在坚守岗位。除全力救治现有的新冠肺炎患者，江苏医疗队加大力度下沉基层，帮助黄石逐步恢复各个医院的正常诊疗秩序。致敬坚守，请平安回来！http://t.cn/A6z1a4cQ ,,无,无,无,2020-03-22 18:26,微博视频号,26,4,5
IzNSabteA,【坚持住，武汉加油！中国加油！转起！】（图片）  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/a5f5fd2aly1gd2ud839x0j20p018n42k.jpg,http://ww2.sinaimg.cn/large/a5f5fd2aly1gd2ud8j4qjj20p018nadm.jpg,http://ww4.sinaimg.cn/large/a5f5fd2aly1gd2ud8wvu3j20p018nn0a.jpg,http://ww2.sinaimg.cn/large/a5f5fd2aly1gd2ud9buuvj20p018n0vu.jpg,http://ww4.sinaimg.cn/large/a5f5fd2aly1gd2ud9qgd7j20p018nmzo.jpg,http://ww3.sinaimg.cn/large/a5f5fd2aly1gd2udaeqz1j20p018nadk.jpg,http://ww1.sinaimg.cn/large/a5f5fd2aly1gd2udav42ej20p018ntct.jpg,http://ww2.sinaimg.cn/large/a5f5fd2aly1gd2udbb86uj20p018n0wi.jpg,http://ww4.sinaimg.cn/large/a5f5fd2aly1gd2udbrismj20p018n77y.jpg",无,无,2020-03-22 17:38,无,8,4,2
IzNsgbX1H,#便民提示#【上海防输入升级：入境来沪人员实施100%核酸检测】3月22日举行的上海市新冠肺炎疫情防控第57场新闻发布会宣布，为了进一步加强口岸防控，除集中隔离人员外，上海将对所有来自非重点国家和地区的入境来沪人员实施100%新冠病毒核酸检测。  原图 ,,http://wx2.sinaimg.cn/large/a5f5fd2aly1gd2siv1cn9j20dw0dwt9g.jpg,无,无,2020-03-22 16:35,无,27,3,9
IzNe1d1s6,【定心丸！多地领导干部带头摘口罩下馆子】近日，随着全国疫情防控形势持续向好，各地在精准防控疫情的同时积极有序推进复工复产，疫情低风险地区的多位领导干部也在不同场合带头“摘口罩”“下馆子”，这些“细微”的变化传递出什么积极信号→多地领导干部带头“摘口罩”“下馆子”传递出什么信号？  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/a5f5fd2aly1gd2riadvpuj20j60augn5.jpg,http://ww3.sinaimg.cn/large/a5f5fd2aly1gd2riaqxwhj20hs0cpmyb.jpg,http://ww4.sinaimg.cn/large/a5f5fd2aly1gd2rib3pvoj20m80eswh0.jpg,http://ww4.sinaimg.cn/large/a5f5fd2aly1gd2ribhzoqj20hs0bbmyb.jpg,http://ww2.sinaimg.cn/large/a5f5fd2aly1gd2ribsgq2j20ic09bmyb.jpg,http://ww3.sinaimg.cn/large/a5f5fd2aly1gd2ric5q5sj20g40arq47.jpg,http://ww2.sinaimg.cn/large/a5f5fd2aly1gd2ricliw1j20fa0b6myb.jpg,http://ww4.sinaimg.cn/large/a5f5fd2aly1gd2ricvo9xj20fw08rwey.jpg,http://ww3.sinaimg.cn/large/a5f5fd2aly1gd2rid6mgnj20hs0d8abq.jpg",无,无,2020-03-22 15:59,无,16,5,6
IzMZSeWWU,"【民航局：23日零时起,目的地为北京国际航班需从12个入境点入境】22日，中国民航局等五部门发布公告称，自3月23日零时（北京时间）开始，所有目的地为北京的国际始发客运航班均须从天津、石家庄、太原、呼和浩特、上海浦东、济南、青岛、南京、沈阳、大连、郑州、西安12个指定的第一入境点入境。各航空公司航班指定的第一入境点可以在民航局、航空公司官网上查询。乘坐上述国际航班的旅客在第一入境点实施检疫并办理入境手续，行李清关。检疫符合登机条件的旅客可搭乘原航班入京。腹舱所带货物在北京清关。 原图 ",,http://wx3.sinaimg.cn/large/a5f5fd2aly1gd2qhy1dnaj20j60xidju.jpg,无,无,2020-03-22 15:25,无,3,2,3
IzMDMkoq3,#身边感动#【无锡#民警荣志钰突发疾病倒在抗疫一线】3月21日晚上9点，无锡警方通报，3月20日下午，无锡市公安局滨湖分局马山派出所民警荣志钰，因突发疾病倒在疫情防控一线，将生命永远定格在了48岁。 痛心！无锡民警荣志钰突发疾病倒在抗疫一线  [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/a5f5fd2aly1gd2oy4cx3dj20b40et753.jpg,http://ww2.sinaimg.cn/large/a5f5fd2aly1gd2oy4snd0j20h707wwf1.jpg",无,无,2020-03-22 14:30,无,8,6,4
IzMhcxSMd,【对湖北籍务工人员多些善意理解】湖北务工人员为全国疫情防控做出了大贡献，他们按下的暂停键需要大家搭把手、拉一把，恢复成启动键，甚至快进键，把停摆的时间抢回来，把受到的损失补回来。希望大家对湖北籍务工人员别歧视，多一些善意和理解。一起加油，让日子也热起来、火起来！http://t.cn/A6zBAhvp ,,无,无,无,2020-03-22 13:35,微博视频号,13,3,6
IzLLc4LYY,【中国驻纽约总领馆：请领区低龄留学生登个记】美国新冠肺炎疫情不断蔓延。为帮助我们更好关心低龄留学生，提供领事服务，驻纽约总领馆欢迎在领区10州（纽约州、康涅狄格州、缅因州、马萨诸塞州、新罕布什尔州、新泽西州、俄亥俄州、宾夕法尼亚州、罗德岛州、佛蒙特州）中小学就读、未满18周岁的中国公民向我馆登记学生信息。 http://t.cn/A6zr0SfR ,,无,无,无,2020-03-22 12:16,无,2,6,3
IzLFkAPbY,#市县看点#【南京文博场馆恢复开放迎来首个周末 游客：人少特别值】3月21日，是南京博物院开馆后的首个周末，据统计仅有约1000人预约参观，但查验“苏康码”、测量体温等各项防疫措施一点都没放松。现场有不少从外地专门赶来参观的游客，“人少特别值”。友情提醒：参观前，需了解各家博物馆的预约规则，带好身份证，注册好苏康码，正确佩戴口罩。http://t.cn/A6z1mz0F ,,无,无,无,2020-03-22 12:01,微博视频号,3,3,0
IzLscdwMj,【10地新增45例境外输入病例】3月21日0—24时，新增报告境外输入确诊病例45例（上海14例，北京13例，广东7例，福建4例，江苏2例，河北、浙江、江西、山东和四川各1例）。截至3月21日24时，全国累计报告境外输入病例314例。  原图 ,,http://wx3.sinaimg.cn/large/a5f5fd2agy1gd2jovpze5j20u01ek11l.jpg,无,无,2020-03-22 11:29,无,1,1,2
IzKFYp6qZ,#江苏播报#【江苏召开省安委会全体（扩大）会议暨全省生产安全事故应急演练举行 吴政隆讲话】为深刻吸取响水“3·21”特大事故教训，举一反三、亡羊补牢，以更大决心和力度狠抓安全生产各项工作，在夺取双胜利中交出安全生产合格答卷，省安委会全体会议暨全省重特大生产安全事故应急演练于3月21日举行。江苏省省长、省安委会主任吴政隆参加并讲话，国务院督导组常务副组长、应急管理部副部长孙华山观摩并讲话。 原图 ,,http://wx3.sinaimg.cn/large/a5f5fd2agy1gd2g98pkp0j20dw0dwmyc.jpg,无,无,2020-03-22 09:30,无,5,3,5
IzJXuzayV,#早安·江苏#  【天气提示：未来三天全省以晴好天气为主。】今天沿江和苏南地区阴转多云，其它地区多云到晴；全省东到东北风，风力：本省东部地区5级阵风6-7级逐渐减弱到3-4级，其它地区4-5级阵风6级逐渐减弱到3-4级；今天最高温度：本省中西部地区20℃左右，东部地区17～18℃；明晨最低温度：沿淮和淮北地区3～4℃，有霜冻，苏南地区8~9℃，其它地区6℃左右。（图片：@徐州土著王琨） [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/a5f5fd2agy1gd2d36j0ymj20j60csn4h.jpg,http://ww3.sinaimg.cn/large/a5f5fd2agy1gd2d36wmzuj20j60srjuj.jpg,http://ww4.sinaimg.cn/large/a5f5fd2agy1gd2d37au40j20j60sr0wz.jpg,http://ww2.sinaimg.cn/large/a5f5fd2agy1gd2d37ph57j20j60sr0wx.jpg,http://ww2.sinaimg.cn/large/a5f5fd2agy1gd2d383i5nj20j60cs0yz.jpg,http://ww2.sinaimg.cn/large/a5f5fd2agy1gd2d38hhxxj20j60srq67.jpg,http://ww4.sinaimg.cn/large/a5f5fd2agy1gd2d38w4dhj20j60cstb3.jpg,http://ww2.sinaimg.cn/large/a5f5fd2agy1gd2d395zn8j20j60csq45.jpg,http://ww2.sinaimg.cn/large/a5f5fd2agy1gd2d39jgbej20j60srgps.jpg",无,无,2020-03-22 07:41,无,9,1,2
IzGlRvinX,#夜思#一首《因为我们在一起》，致敬所有在抗疫一线的工作者！愿我们都早日可以摘下口罩，露出最美的笑容。晚安！ 央视综艺的微博视频  ,,无,无,无,2020-03-21 22:30,微博视频号,14,1,1
IzFX0u688,#便民服务#【南京地铁公交取消扫码体温检测】据@南京发布 ，市域内各类商场超市、餐饮服务、公园景区、农贸市场等场所以及地铁、公交、出租车等交通工具，取消扫码和体温检测；按照国家《公众科学戴口罩指引》，居家、户外、无人员聚集、通风良好场所可不戴口罩。南京市商业及景区等场所取消测温扫码  ,,无,无,无,2020-03-21 21:28,无,9,2,11
IzF7blERG,#教育资讯#【江苏明确开学时间】经省委、省政府同意，全省各级各类学校自2020年3月30日起分批次、错峰开学。其中，高三年级、初三年级3月30日开学；中小学（含中职学校、特教学校、幼儿园，下同）其他学段、年级做好4月7日开学准备，具体开学工作经各设区市疫情防控工作领导指挥机构批准后实施；高校以4月13日为开学起始时间做好开学准备工作，具体开学时间经批准后由学校发布。各地各校要严格落实教育部关于“疫情没有得到基本控制前不开学、学校基本防控条件不具备不开学、师生和校园公共卫生安全得不到切实保障不开学”的要求，具备条件的地方和高校分期分批有序开学。校外培训机构、婴幼儿照护机构恢复线下集中培训（照护）活动的时间在当地中小学全部开学后由各设区市疫情防控工作领导指挥机构确定。 原图 ,,http://wx2.sinaimg.cn/large/a5f5fd2agy1gd1rpfa0hhj20dw0dwmy5.jpg,无,无,2020-03-21 19:21,无,24,12,10
IzEMsg4XP,#生活提示#【疫情期间中国居民平均睡眠超8小时 你最近睡得好吗？】《2020全民宅家期间中国居民睡眠白皮书》显示，疫情期间，全国居民平均睡眠时间超8小时，但睡眠时间从晚10点到11点，往后推迟了约2小时。今天#世界睡眠日#，#世界约三分之一的人饱受睡眠问题折磨#，你睡得好吗？如何拥有好睡眠？戳图↓转发收藏！ [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/a5f5fd2agy1gd1klm2in1j20iw0iw18h.jpg,http://ww2.sinaimg.cn/large/a5f5fd2agy1gd1klorqm0j20iw0iwkdc.jpg,http://ww4.sinaimg.cn/large/a5f5fd2agy1gd1klqy0wuj20iw0iw7qp.jpg,http://ww3.sinaimg.cn/large/a5f5fd2agy1gd1kltp5poj20iw0iwh6u.jpg,http://ww2.sinaimg.cn/large/a5f5fd2agy1gd1klw2g53j20iw0iwx0t.jpg,http://ww3.sinaimg.cn/large/a5f5fd2agy1gd1klylvxuj20iw0iwni1.jpg,http://ww4.sinaimg.cn/large/a5f5fd2agy1gd1km12huzj20iw0iwavs.jpg,http://ww1.sinaimg.cn/large/a5f5fd2agy1gd1km3m0gcj20iw0iwqn7.jpg,http://ww2.sinaimg.cn/large/a5f5fd2agy1gd1km5ult6j20iw0iwneb.jpg",无,无,2020-03-21 18:30,微博 weibo.com,2,6,5
IzEzsr2rY,【#中国新冠疫苗开始人体注射实验#】据@科技日报 报道，新冠疫苗一期临床试验开始人体注射实验，一批志愿者已注射。此前，中国工程院院士王军志在新闻发布会上表示，我国已有研发进展比较快的单位，向国家药监局滚动递交临床试验申请材料、并且已经开展临床试验方案论证、招募志愿者等相关工作。据了解， I期试验需要的志愿者并不多，仅限武汉地区常住居民，武昌、洪山、东湖风景区户籍居民优先，年龄18-60周岁。经过筛选和体检后，符合要求的志愿者可以接种疫苗。此后的14天，为集中隔离观察期。 [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/a5f5fd2agy1gd1oh1nu0hj20j60f64ax.jpg,http://ww2.sinaimg.cn/large/a5f5fd2agy1gd1oh3qtrdj20hs0a3gpp.jpg",无,无,2020-03-21 17:58,微博 weibo.com,10,1,2
IzEmteowS,#夺取双胜利 我们在行动#【烟火气渐浓！#南京13000家餐饮店恢复堂食#】近日，南京街头的餐饮点开始逐步恢复堂食，目前已有13000家餐饮企业恢复堂食，其中中小型餐饮超过10000家。据悉，截止3月18日，南京有345家超市、1177家便利店、135家大型商场基本复工营业，340家农贸市场全部复业，街巷烟火气息又回来了！此外，家政服务业、美容美发业等也恢复大半。http://t.cn/A6z3CiVr ,,无,无,无,2020-03-21 17:26,微博视频号,2,3,3
IzDRCvwUL,#江苏驰援湖北#【江苏6700毫升血浆驰援武汉！这是第三次运往湖北的新冠肺炎康复者恢复期血浆】据国家卫健委消息，随着新冠肺炎疫情防控形势的逐渐好转，完成医疗救助任务的来自全国42322名医护人员，将陆续分批离开武汉。3月17日-19日，江苏援湖北医疗队第一批、第二批队员撤离，返回江苏。但“苏大强”时刻牵挂湖北人民的心，没有改变。3月21日，江苏6700毫升新冠病毒肺炎康复者恢复期血浆运往武汉，这也是江苏第三次援助湖北新冠病毒肺炎康复者恢复期血浆。 ,,无,无,无,2020-03-21 16:10,微博 weibo.com,13,4,1
IzDuL2egU,【为了保护它，我们能做些什么？】#在这里输入你想要说的话题# 有人说“树木撑起了天空，如果森林消失，天空就会塌落”，相信没有人愿意看到“森→林→木→十→一”的结局……保护它，就是善待我们自己。今天是世界森林日，为了保护森林，我们能做些什么呢？ （@新华网）  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/a5f5fd2agy1gd1kjrdsi6j20ij0rsn0s.jpg,http://ww3.sinaimg.cn/large/a5f5fd2agy1gd1kjrpcnaj20ij0rstc5.jpg,http://ww2.sinaimg.cn/large/a5f5fd2agy1gd1kjs0ikrj20ij0rsdjt.jpg,http://ww1.sinaimg.cn/large/a5f5fd2agy1gd1kjsoc2nj20ij0rswih.jpg,http://ww2.sinaimg.cn/large/a5f5fd2agy1gd1kjqzz0xj20ij0rsadp.jpg,http://ww1.sinaimg.cn/large/a5f5fd2agy1gd1kjsxxc1j20ij0rsdjo.jpg,http://ww3.sinaimg.cn/large/a5f5fd2agy1gd1kjt6kjqj20ij0rswiw.jpg,http://ww3.sinaimg.cn/large/a5f5fd2agy1gd1kjtg8ywj20ij0rstci.jpg,http://ww4.sinaimg.cn/large/a5f5fd2agy1gd1kjtphzvj20ij0rs0wo.jpg",无,无,2020-03-21 15:13,无,0,4,4
IzCOXwmnO,#教育资讯#【增加学位不低于25000个，扩大普通高中招生规模！2020年南京教育要干这些实事！】3月20日，南京市教育系统深化对标找差创新实干推动高质量发展大会召开。2020年教育工作的主题词是“深化”。深化对标找差，创新实干，扎实做好高质量发展重点工作。幼儿园中小学新增学位25000个以上！2020年的南京教育格局定了……  原图 ,,http://wx3.sinaimg.cn/large/a5f5fd2agy1gd1dtcda0lj20dw0dwmy5.jpg,无,无,2020-03-21 13:30,无,3,1,0
IzBUufZSP,#援鄂医护版只要平凡#【这段MV看到泪目！你我生而平凡】转起！英雄归来！#谢谢你为湖北拼过命# 央视新闻的微博视频  ,,无,无,无,2020-03-21 11:11,微博视频号,5,1,0
IzBBBx6F8,#江苏播报# 【江苏60人被授予新冠肺炎疫情防控先进个人称号】江苏省人社厅、省卫健委3月20日出台表彰决定，授予丁政等60人“江苏省卫生健康系统新冠肺炎疫情防控工作先进个人”称号。江苏60人被授予新冠肺炎疫情防控先进个人称号  原图 ,,http://wx2.sinaimg.cn/large/a5f5fd2agy1gd1c7paz86j20dw0dw3zg.jpg,无,无,2020-03-21 10:25,无,9,2,3
IzBpjqndH,【#31省区市新增41例均为境外输入# 严防！转起提醒！】3月20日0—24时，新增报告境外输入确诊病例41例（北京14例，上海9例，广东7例，福建4例，浙江、山东、陕西各2例，四川1例）。截至3月20日24时，累计报告境外输入确诊病例269例。  原图 ,,http://wx3.sinaimg.cn/large/a5f5fd2agy1gd1bc6psk8j20u01hcan8.jpg,无,无,2020-03-21 09:54,无,14,2,8
IzAwgevwj,#早安·江苏#【21日下午至夜间淮河以南地区有一次雷阵雨过程】今天淮河以南地区多云转阴有阵雨或雷雨，其中夜里沿江和苏南地区雨量中到大局部暴雨，其它地区多云到阴，全省偏南风3-4级阵风5级，今天最高温度：全省26℃左右，明晨最低温度：沿江和苏南地区16℃左右，其它地区10～11℃。 （图片：@JinzahoJun ）  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/a5f5fd2agy1gd17ey4dlmj20c80lqgoe.jpg,http://ww1.sinaimg.cn/large/a5f5fd2agy1gd17eynh4ej20c80lqgnx.jpg,http://ww1.sinaimg.cn/large/a5f5fd2agy1gd17ez4rpmj20c80lqgnk.jpg,http://ww2.sinaimg.cn/large/a5f5fd2agy1gd17ezqgcjj20c80lqtaw.jpg,http://ww1.sinaimg.cn/large/a5f5fd2agy1gd17f07lewj20c80lqmyl.jpg,http://ww4.sinaimg.cn/large/a5f5fd2agy1gd17exk1klj20c80lqtao.jpg,http://ww1.sinaimg.cn/large/a5f5fd2agy1gd17f0n4ptj20c80ib75a.jpg,http://ww3.sinaimg.cn/large/a5f5fd2agy1gd17f2cgpzj20c80lqdhj.jpg,http://ww2.sinaimg.cn/large/a5f5fd2agy1gd17f1nr03j20c80ibjso.jpg",无,无,2020-03-21 07:39,无,5,0,0
IzwVnhBmh,#夜思#最新发布的一组遥感图片显示：随着人们有序返岗复工，中国夜间灯光数据正在回升。愈加璀璨的光亮背后，是每天数十万商铺恢复营业，是无数平凡人的勤勉与坚持，让大地光彩重生。晚安！ 新华视点的微博视频  ,,无,无,无,2020-03-20 22:30,微博视频号,7,1,3
IzvlX6pyX,#生活提示#长期宅家，提升心肺功能很有必要！江苏省中医院护理团队教您弹力带操，跟着一起动起来！扬子晚报的微博视频  ,,无,无,无,2020-03-20 18:30,微博视频号,8,6,1
Izv5jfBY3,#民生直达#【国家卫健委：#低风险地区非特定行业员工可不戴口罩#】国家卫健委疾控局副局长王斌：来自高中风险地区以及境外的人员，要按照属地要求进行管理；#来自低风险地区的人员无可疑症状无需隔离#；低风险地区从事接触粉尘、化学毒物等作业的人员要按规范要求佩戴口罩，其他员工可不佩戴口罩，具体由各地区各企业根据实际情况自行决定；仍从事疫情防控相关工作的人员，需要佩戴口罩。 （@人民网）http://t.cn/A6znGl8M ,,无,无,无,2020-03-20 17:49,微博视频号,5,3,6
