【#第七版新冠肺炎诊疗方案#公布】3月3日，国家卫健委、国家中医药管理局发布通知，印发《新型冠状病毒肺炎诊疗方案（试行第七版）》。通知要求，有关医疗机构要在医疗救治工作中积极发挥中医药作用，加强中西医结合，完善中西医联合会诊制度，促进医疗救治取得良好效果。详戳→http://t.cn/A67OJxCl  原图 
【最新！江苏公布新冠肺炎疫情风险等级名单】江苏省新冠肺炎疫情风险等级名单（截至2020年3月3日24时）一、县（市、区）（一）低风险地区（68个）南京市：六合区、溧水区、高淳区无锡市：锡山区、惠山区、宜兴市、江阴市徐州市：贾汪区、铜山区、丰县、沛县、睢宁县、新沂市、邳州市常州市：新北区、武进区、金坛区、溧阳市苏州市：吴中区、相城区、吴江区、常熟市、张家港市、昆山市、太仓市南通市：通州区、如东县、海安市、启东市、如皋市、海门市、通州湾示范区连云港市：赣榆区、东海县、灌云县、灌南县淮安市：淮安区、淮阴区、洪泽区、涟水县、盱眙县、金湖县盐城市：盐都区、大丰区、响水县、滨海县、阜宁县、射阳县、建湖县、东台市扬州市：邗江区、江都区、宝应县、仪征市、高邮市镇江市：丹徒区、丹阳市、扬中市、句容市泰州市：高港区、姜堰区、兴化市、靖江市、泰兴市宿迁市：宿豫区、沭阳县、泗阳县、泗洪县（二）中风险地区（0个）无（三）高风险地区（0个）无二、设区市主城区（不分具体区）（一）低风险地区（13个）南京市：包括玄武区、秦淮区、建邺区、鼓楼区、浦口区、栖霞区、雨花台区、江宁区、江北新区无锡市：包括滨湖区、梁溪区、新吴区、无锡经开区徐州市：包括鼓楼区、云龙区、泉山区、徐州经济开发区常州市：包括天宁区、钟楼区苏州市：包括虎丘区、姑苏区、苏州工业园区连云港市：包括连云区、海州区南通市：包括崇川区、港闸区、南通开发区淮安市：包括清江浦区、淮安开发区盐城市：包括亭湖区扬州市：包括广陵区、扬州开发区镇江市：包括京口区、润州区、镇江新区泰州市：包括海陵区、泰州医药高新区宿迁市：包括宿城区（二）中风险地区（0个）无（三）高风险地区（0个）无 原图 
【江苏追授位洪明同志“江苏省新冠肺炎疫情防控工作先进个人”称号】在抗击新冠肺炎疫情战斗中，太仓市公安局浏河派出所民警位洪明，连续奋战20余天。2月20日，位洪明突发疾病不幸牺牲，年仅35岁。省委、省政府决定，追授位洪明同志“江苏省新冠肺炎疫情防控工作先进个人”称号。   
#文体资讯# 【南京联合18个世界文学之都为武汉加油：远隔千万里我们牵挂你】在联合国创意城市网络中，南京是“世界文学之都”，武汉是“世界设计之都”。新冠肺炎疫情发生之后，南京文学之都促进中心倡议世界各地“文学之都”城市联合起来，以公益海报的形式，为身处疫情中心的武汉送上文学祝福。这是南京以创意城市网络成员的身份，首次在“世界文学之都”领域发声。倡议发出之后，很快收到了全球“世界文学之都”的积极响应。韩国富川、英国诺维奇、葡萄牙欧比多斯、英国曼彻斯特、法国昂古莱姆、冰岛雷克雅未克、美国爱荷华、俄罗斯乌里扬诺夫斯基、斯洛文尼亚卢布尔雅那、乌拉圭蒙得维的亚、澳大利亚墨尔本、英国诺丁汉、挪威利勒哈默尔、新西兰达尼丁、乌克兰敖德萨、英国爱丁堡、美国西雅图、加拿大魁北克，来自亚洲、欧洲、北美洲、南美洲、大洋洲的18个 “世界文学之都”，用多种语言投递来真诚祝福，一起为武汉加油。  http://t.cn/A67CTpcI 
#江苏播报#【江苏省新冠肺炎疫情防控涉外工作成效显著】3月3日，江苏省政府外事办公室对新冠肺炎疫情防控涉外工作情况进行通报。据悉，目前全省外资企业复工率已达到59.9%，规模外资复工率达89.5%。近期新冠肺炎疫情在境外呈扩散态势，随着外籍员工及家属返苏人员日益增多，给江苏境外疫情输入防控工作带来较大压力，江苏将继续坚持疫情防控不分国界，秉持“不分国籍、一视同仁”的原则，继续做好疫情防控涉外工作。共克时艰，为“新市民”提供有温度的服务。 
#教育资讯#【江苏发布中小学春季学期开学工作指引20条】中小学开学前如何准备、返校时间如何安排、开学后如何防控？为全力做好中小学（含中职学校、特教学校、幼儿园）返校开学期间的疫情防控和开学工作，切实保障师生身体健康和生命安全，确保我省中小学春季学期安全顺利开学，省新型冠状病毒感染肺炎疫情防控工作领导小组学校防控组制定《江苏省中小学2020年春季学期开学工作指引》，一起来看看—— http://t.cn/A67Nc36h [组图共2张] 原图 
#生活提示#【多国疫情升级，#世卫组织给出10项防疫建议#】①定期用含酒精成分的免洗洗手液洗手，或用肥皂和水洗手；②定期用消毒剂清洁物品表面，比如厨房桌椅和办公桌等；③发烧或咳嗽期间避免旅行，如在飞行途中生病，应立即通知机组人员；④咳嗽或打喷嚏时用衣袖遮挡或使用纸巾…转发周知↓↓  [组图共10张] 原图 
#江苏播报#【为企业提供强大金融支撑，“苏政50条”第四批服务指南发布】3月3日，“苏政50条”第四批服务指南事项正式发布。本次发布的第四批服务指南事项，由省地方金融监管局、江苏银保监局、江苏证监局、人民银行南京分行、中国进出口银行江苏省分行、国家开发银行江苏省分行、中信保江苏分公司、江苏信保集团（江苏省信用再担保集团有限公司）等牵头负责，围绕“苏政50条”中的9条举措，深化细化为24项具体服务事项和相关办理指南。受疫情影响，不少企业的资金面都遇到了困难，第四批这24项服务指南事项涵盖普惠金融、企业融资、费率减免、续贷转贷和担保再担保等方面，着力为企业资金“解渴”，每一条都是真金白银的实惠。 原图 
【直播：国务院联防联控机制发布会】国务院联防联控机制于3月3日15时召开新闻发布会，介绍为疫情防控和复工复产提供财税政策支持有关情况，并答记者问。现场直播↓一起关注！ 人民日报的微博视频 .  
【#钟南山团队建议严格防控实施至4月底#】近日，钟南山院士团队在《Journal of Thoracic Disease》期刊发表研究文章。该研究把1月23日前后的人口迁徙数据及最新的COVID-19流行病学数据，整合到经典传染病学预测模型中，并得出流行曲线。预测显示：①本次疫情中国在2月下旬达到高峰，4月底趋于平缓；② 公共卫生干预措施有效控制了疫情发展，严格的防控措施如“早期筛查”最好实施至2020年4月底。（@央视新闻 ） 原图 
【转发提醒！#有反弹更不能松劲儿#！】2日，#湖北以外新增确诊病例出现反弹#。严防境外输入，疫情防控之路上，千万别松劲儿！  （@人民日报 ）  原图 
#江苏播报#【抗击疫情·江苏温度：各市奏响夺取“双胜利”集结号】连日来，江苏疫情防控成效显现，复工复产走在前列。在大战大考面前，13个设区市严格落实分区分级精准防控策略，合力奏响夺取“双胜利”的集结号。  [组图共13张] 原图 
#及时关注#【江苏设置30个交通疫情查控点，关闭6个高速出入口】当前，企业陆续复工复产，道路交通流量逐步回升，同时也是疫情防控最关键时期。3月1日，全省高速公路出口流量为155.54万辆，恢复至去年同期水平的76.2%。其中，货车为35.85万辆，占全天总流量23%。3月2日，江苏省新冠肺炎疫情防控工作领导小组交通防控组发布通知，同意设置部分交通疫情防控检疫站点和关闭部分高速公路出入口。 [组图共3张] 原图 
"""【江苏两款中药制剂通过应急审批 应用于新冠肺炎防治】2月21日，经江苏省药品监督管理局应急审批，江苏省中医院 """" 芪参固表颗粒 """" 和 """" 羌藿祛湿清瘟合剂 """" 获得备案号，用于新冠肺炎防治。连日来，江苏省中医院药学部、制剂部紧锣密鼓按照规范流程组织生产，3月2日第一批制剂正式投入临床使用。疫情发生后，国家卫健委组织相关专家陆续制定《新冠肺炎诊疗方案》试行、试行第二、三、四、五、六版，提出医疗救治工作中要积极发挥中医药作用，加强中西医结合。《新冠肺炎诊疗方案》中明确指出，新冠肺炎属于中医疫病范畴，各地可根据病情、当地气候特点以及不同体质等情况，辨证论治。 原图 """
#江苏播报#【江苏省各级财政已安排疫情防控资金超过54亿元】近日，从江苏省财政厅获悉，根据党中央关于“加大资金投入，保障好各地疫情防控资金需要”的精神，为支持江苏省各级进一步做好新型冠状病毒肺炎疫情防控工作，经报江苏省政府同意，2月23日，江苏省财政紧急下达第二批新型冠状病毒肺炎疫情防控中央补助资金3亿元，由各级根据疫情防控实际需要统筹安排使用，确保确诊病例不因费用问题延误救治，确保一线医务人员临时性工作补助及时发放到位。截至2月27日，江苏全省各级财政已安排疫情防控资金超过54亿元，为疫情防控提供了有力保障。 原图 
【单日出院超百人！方舱医院里的江苏硬核担当】3月2日，第五批江苏援湖北医疗队省队管理的武汉开发区体育中心方舱医院二舱，迎来了最多的一批新型冠状病毒肺炎病例治愈出院，单日出院人数达到了113人。据第五批江苏援湖北医疗队领队、方舱二院院长葛宁海介绍，该方舱医院自2月13日开始收治病人至今，已治愈出院新冠肺炎确诊病例296名。 原图 
#江苏播报##共同战疫#【江苏疾控团队再度启程武汉，助力疫苗研发！】3月2日13点整，江苏省疾病预防控制中心副主任朱凤才一行5人逆行湖北！朱凤才团队此行是应国务院应对新型冠状病毒感染的肺炎疫情联防联控机制（科研公关组）办公室要求，赴武汉市准备开展疫苗临床试验研究，确保疫苗研发任务快速推进。这是江苏疾控第7批赴鄂援助队伍，此行意义重大，带队人朱凤才，主任医师、博士生导师、主要从事预防医学、疫苗临床研究，在我国疫苗临床评价的理论和实践上均做出了系统性、创造性贡献。他的团队成功主持完成26种疫苗临床评价，包括EV71、Hp和戊肝等创新性疫苗，甲型H1N1、埃博拉等应急疫苗，以及人乳头瘤病毒、13价肺炎球菌等首次在中国进口注册的疫苗；其中21种疫苗获准上市，一类新药5个。Lancet曾发表人物专访“朱凤才：中国疫苗评价的引领者”，这是我国疫苗界唯一获此殊荣者。这支团队研发能力突出，科研能力过硬，此行赴鄂，精准科技攻关，助力疫苗研发，是江苏疾控人继续为了防范疫情保障人民健康的最强逆行！江苏省疾控中心领导班子全体成员和一直在中心为抗疫奋战的同事们共同参加了出征仪式，为最强团队逆行湖北助力加油，让我们共同期待阻击新冠肺炎的疫苗面世！ [组图共3张] 原图 
【#疫情期如何乘坐出租车网约车# 】中国疾控中心研究员张流波表示，出租车、网约车要确保司机没有感染，建立健康申报制度，进行体温检测，司机应全程佩戴口罩；车辆门把手、座位等应清洁消毒；行驶过程中温度合适时尽量开窗保证空气流通；乘客#上出租车前可开门一两分钟通风#；用消毒纸巾对接触处擦拭消毒；乘客全程戴口罩；提倡无接触付费。 http://t.cn/A67amZ37 
#万众一心战疫情#【江苏中医“国家队”首批治愈患者出院】连日来，武汉江夏大花山方舱医院喜讯频出，2月29日上午，又有12名新冠肺炎确诊患者从这里治愈出院。其中4名来自国家中医医疗队（江苏）守护的苏六病区。据悉，这也是苏六病区首批出院的治愈患者。患者陆续被治愈的背后，是这些医护人员无私的奉献和忘我的付出。据悉，2月14日，第三支国家中医医疗队（江苏）正式进驻武汉江夏大花山方舱医院A舱开始收治首批入住的23名患者。2月25日起，抵达武汉后的第五支国家中医医疗队（江苏）与这支医疗队合二为一，移师接管方舱医院B舱的145张床位。 [组图共4张] 原图 
#江苏播报#【减负近750亿元！江苏硬核政策送来“大礼包”】为减轻疫情对江苏企业特别是中小微企业的影响，帮助企业恢复生产，3月2日，江苏连续出台阶段性减免企业社会保险费、阶段性减征职工基本医疗保险费和应对疫情影响有关房产税、城镇土地使用税优惠等政策文件。据测算，三项减费降税政策可为企业减轻负担近750亿元。当日下午，江苏省政府新闻办举行新闻发布会对相关政策文件作出解读。http://t.cn/A67aB6Ga [组图共3张] 原图 
【疫情防控不分国界，江苏外籍“新市民”点赞】新冠肺炎疫情发生以来，江苏多地通过各种形式，传递有效、透明的信息，服务在江苏的外籍人士。在江苏南京、苏州、无锡、常州等多地，都向外籍友人发出包括中文、英文、日文、韩文等多种语言版本的致信，多地外事办还提供 24 小时服务热线。为了严防境外输入，同时做好外籍人士的生活安排，江苏多地的贴心服务，赢得了外籍人士的认可。 http://t.cn/A67aa3ma 
#教育资讯# 【为什么现在还不能开学？这段视频告诉你！】计算机模拟疫情期间开学可能的后果↓↓别松劲，安全第一！（B站UP主：北京信息科技大学学生 九磅十伍便士）  人民日报的微博视频 （人民日报）  
#专家建议尽快启动新冠肺炎康复医疗#【16位康复医学专家共同建议：尽快启动新冠肺炎康复医疗】3月1日下午，包括南京医科大学第一附属医院康复医学中心主任励建安在内的全国16位康复医学专家，共同发出建议：尽快启动新冠肺炎康复医疗，帮助出院患者早日恢复体能和生活能力。据介绍，新冠肺炎患者，特别是重症和危重症患者，在达到临床出院标准后，如得不到后续康复治疗，容易出现运动能力和生活自理能力障碍。 原图 
#及时关注#【全国31个省区市将全部解除一级响应！】5月1日下午的湖北省新型冠状病毒肺炎疫情防控工作指挥部第90场新闻发布会上，湖北省宣布，5月2日0时起 ，将湖北省突发公共卫生事件应急响应级别由一级调整至二级，并相应调整完善有关防控措施。至此，全国31个省区市均宣布解除一级响应。  
#文体资讯#【#全国近70%旅游景区已有序开放#】4月30日举行的国新办新闻发布会上，文化和旅游部部长雒树刚介绍，目前全国近70%旅游景区已经开放，#故宫恢复开放#，国家博物馆也已恢复开放。“五一”小长假大家出游热情高，旅游景区要做好疫情防控，做到错峰开放、限量开放、预约开放。五一假期，你出游了吗？ 
#庆五一 致敬劳动者#【湖北工人兄弟回到南京工地了】在南京江北新区，南京美术馆新馆与江北图书馆毗邻而建。2月底，两个项目获批恢复施工，3月底4月初，湖北工人兄弟返岗，项目终于完全恢复了往日的节奏。这个假期，这些工友们不仅没有休息，还更加忙碌了，#五一劳动节#假期他们自愿加班，他们口中都提到一个关键词——补，要把之前“休长假”的时间“补”回来，要把因为疫情耽误的工程进度“补”回来。http://t.cn/A6A5zEC3 
#庆五一 致敬劳动者#【震撼！#超长滚屏名单致敬劳动者#，让他们上头条！】疫情期间，江苏共有2813名医务人员驰援湖北，人数居全国之最。厚重的防护服下，我们看不清他们的脸，但他们的名字，被患者挂在嘴边，写在掌心，记在心里...今天劳动节，他们的付出，换来春暖花开。这份超长滚屏名单↓↓值得被铭记，转发致敬！http://t.cn/A6Aqrp2l 
#文体资讯#【预约游让“文旅绿码”C位出道】今年的“五一”旅游，注定与众不同，这是第一个要执行“预约旅游”的黄金周。近日，文旅部联合卫健委发布通知，要求景区建立完善预约制度，推行分时段游览预约。从当前疫情防控大局考虑，“预约旅游”无疑是推动旅游业复苏、安心出游的好办法。（@扬子晚报）http://t.cn/A6A40MQq 
【江苏省2020年考试录用公务员面试工作6月6日至7日举行】江苏省公务员局4月29日发布公告，江苏省2020年考试录用公务员面试工作6月6日至7日举行。公告表示，当前国内新型冠状病毒肺炎疫情防控已取得积极成效。为贯彻落实党中央、国务院和江苏省委、省政府关于统筹推进疫情防控和经济社会发展工作的要求，经研究，江苏省2020年考试录用公务员面试工作定于6月6日至7日举行。根据疫情防控工作有关要求，参加面试的考生到考点报到时须出示“苏康码”绿码，对持“苏康码”非绿码的考生和来自国内疫情中高风险地区、面试前14天内有国（境）外旅居史以及与新冠病毒肺炎确诊或疑似病例有密切接触史的考生，还须提供面试前7天内新冠病毒核酸检测阴性证明。面试签到前，考生应自备口罩，按要求主动测量体温。凡经现场卫生防疫专业人员确认有可疑症状的考生及其同职位的考生，不再参加当日面试，面试时间另行安排。 原图 
#民生直达#【重点人群如何防控新冠肺炎：就医人员疫情防控指南 】为贯彻国家和我省新冠肺炎疫情防控总体部署，坚持应急处置与常态化防控相结合，科学、细致、有效地做好重点场所、重点单位、重点人群的防控，推进社会生产生活逐步恢复，省卫生健康委根据国务院联防联控机制印发的新冠肺炎各类防控技术指南，推出系列解读视频。请看第四期“就医人员疫情防控指南”→ http://t.cn/A6ALTThu 
#教育资讯#【#南京市公布第五批次返校复学时间#】经南京市委市政府同意，南京小学五、六年级，五年制高职四、五年级，三年制中职三年级于5月6日返校复学。其他学段年级后续返校复学安排，将根据南京市疫情防控总体形势，经南京市委市政府和市联防联控工作指挥部批准后提前向社会发布。  原图 
#便民提示#【交通运输部：#5月6日零时起恢复全国收费公路收费#】 交通运输部近日发布消息，经国务院同意，恢复全国收费公路收费。现将有关事宜公告如下：一、恢复收费时间。自2020年5月6日零时起，经依法批准的收费公路恢复收费（含收费桥梁和隧道）。二、继续落实法定免费通行政策。符合《收费公路管理条例》及相关规定的军队车辆（含武警部队车辆），公安机关在辖区内收费公路上处理交通事故、执行正常巡逻任务和处置突发事件的统一标志的制式警车，悬挂应急救援专用号牌的国家综合性消防救援车辆，经国务院交通主管部门或者省、自治区、直辖市人民政府批准执行抢险救灾任务的车辆，鲜活农产品运输车辆，进行跨区作业的联合收割机和运输联合收割机（包括插秧机）的车辆，继续享受免收车辆通行费政策。三、保障疫情防控应急运输车辆优先便捷通行。新冠肺炎疫情防控常态化期间，高速公路收费站设置专用快捷通道，加强现场通行秩序引导维护，保障疫情防控等应急运输车辆优先便捷通行。（央视） #5月6日起恢复全国收费公路收费# 
#民生直达#【#江苏#消保委提醒：#五一出游住宿最好自带牙刷毛巾#】日前，江苏省消保委发布提醒，疫情期间外出游玩，吃住行都要做好防护：①提前预约景点，了解目的地的相关防疫政策，避免跨省跨境游；②用餐建议分餐制，入住酒店建议自带牙刷、毛巾等私人物品。③购物时减少室内逗留时间，排队结算时保持距离。http://t.cn/A6AzOewL 
【#世卫组织称新冠肺炎大流行远未结束#】当地时间27日，世卫组织总干事谭德塞表示，虽然欧洲新增新冠肺炎确诊病例数在下降，但新冠肺炎大流行远未结束。他表示，“是否会有第二波疫情取决于我们自己。如果采取正确的干预措施，可以避免其发生。世界团结非常重要。”（央视新闻）央视新闻的微博视频  
#夜思#【#中国抗疫#：世界该有的视角】几个月来，我们用行动证明了中国人的勇气、坚毅和责任感。我们帮助了多个国家，也听到很多不好的声音。但不必沮丧，今天的中国，再也不是几十年前的中国。我们共同的敌人是新冠病毒，团结起来，风雨过后终见彩虹！晚安！（up主：爱力可）http://t.cn/A6AhGSsQ 
#民生直达#【转发周知！#专家建议五一别和陌生人拼团旅行#】“五一”将至，江苏省疾控中心提醒，旅游时疫情防控意识不能松懈。专家建议：尽量选择短途游、周边游，别和陌生人拼团旅行；尽量选择户外景点；旅游途中如要购物，尽量选户外的便利店；出行前先查看目的地的疫情情况，最好别去两周内有病例发生的地方。http://t.cn/A6APqW62 
"""#江苏播报#【减税降费稳就业 为市场主体“保驾护航” 一季度江苏新增市场主体超29万户 个体工商户超7成】一季度，全省新登记各类市场主体超过29万户，其中个体工商户超过21.4万户，占比超过73%。而个体工商户是受此次疫情冲击最大的群体，目前复工的个体工商户行业来看，餐饮、服务业居多，而对生产经营性行业的个体户来说，资金短缺、经营状态差的问题相对严重。自3月1日到5月31日，江苏将小规模纳税人增值税征收率由3%降至1%。各地通过门户网站、微信公众号、办事窗口等渠道，引导个体工商户采用""""不见面审批""""办理相关业务。尤其对餐饮、零售等行业的个体工商户，做好营业执照登记与许可审批的衔接，帮助他们尽快开展经营活动。 """
#民生直达#【国家邮政局：#快递量日超2亿件基本恢复至疫情前#水平】25日，国家邮政局市场监管司副司长边作栋表示，实物商品网络零售额已经占到社会消费品零售总额五分之一。现在每天的快递量已经超过2亿件，已经基本恢复到疫情前正常水平。你网购的东西都正常发货了吗？（人民日报）http://t.cn/A6wDkVL1 
#夜思#【要跟网课说“再见”了，心情有点复杂】新冠肺炎疫情打乱了开学节奏，停课不停学，老师们纷纷变身“十八线小主播”，拍视频、学剪辑；学生们喜提网课套餐，写作业、蹲直播……有学生网名先叫“品如”，后叫“洪世贤”，还有学生对老师说“这节课不重要”……随着学校正式开学复课，网课暂告一段落，师生们有什么想说的？http://t.cn/A6wDxlPo 
#生活提示#【小贴士转给需要的TA丨外出游玩，不能忽视儿童交通安全】随着国内疫情趋势向好和天气逐渐变暖，一部分人会选择自驾外出游玩，如果带儿童出行，这些交通安全提醒请牢记↓新华视点的秒拍视频  
【五一国内景区预约大数据：自驾游热度持续攀升 线上直播开启“云旅行”】4月13日，文化和旅游部、国家卫生健康委联合印发了相关通知。根据通知要求，旅游景区要建立完善预约制度，推行分时段游览预约，引导游客间隔入园、错峰旅游。受疫情影响，自驾游凭借自驾无接触旅行的特点，搜索和预订热度在持续攀升。值得关注的是，“云旅行”在此期间进入大众视野，通过直播等形式，可足不出户“云游天下”。 原图 
【民政部：贫困户患新冠肺炎最高获1万救助金】24日，民政部新闻发言人贾维周表示，今年以来各地已向低保对象、特困人员等困难群众发放价格临时补贴资金37.1亿元，惠及8168.9万人次。湖北省对城乡低保人员、特困人员等特殊困难群体按照城市人员不低于500元、农村人员不低于300元标准，给予生活物资救助。各地对低保对象、特困人员、低收入家庭、建档立卡贫困户中确诊感染新冠肺炎的，根据困难程度每户发放1000~10000元不等的临时救助金。 原图 
#市县看点#【速看！5月3日起，盐城机场将迎来航班换季】受疫情的影响，今年夏秋季航班时刻换季时间由3月29日调整为5月3日，执行至10月24日。换季后盐城机场国内航点将达到36个，国际及地区航线因国外疫情严重，暂时不执行航班。快跟小编一起来看看，盐城机场2020年夏秋季航线具体变化情况吧>>  [组图共2张] 原图 
【教育部：2020年上半年中小学教师资格考试推迟至下半年一并组织实施】关于将2020年上半年中小学教师资格考试推迟至下半年一并组织实施的公告。　根据国家疫情防控工作决策部署，切实保障广大考生和涉考工作人员的生命安全和身体健康，经研究决定，2020年上半年中小学教师资格考试推迟至下半年一并组织实施。上半年已报名缴费的考生可申请转至2020年下半年考试或申请退费，前期已通过的笔试科目成绩和合格证明有效期延长一年，具体规定请关注中国教育考试网（www.neea.edu.cn）。上半年教师资格认定工作，由各省（区、市）根据本省疫情防控形势确定具体开展时间。为减轻对考生的影响，促进高校毕业生就业，经国务院同意，根据人力资源社会保障部、教育部等七部门印发的《关于应对新冠肺炎疫情影响实施部分职业资格“先上岗、再考证”阶段性措施的通知》（人社部发〔2020〕24号）规定，中小学、幼儿园、中等职业学校教师资格实施“先上岗、再考证”阶段性措施，用人单位2020年12月31日前招聘高校毕业生的，不得将教师资格作为限制性条件。请广大考生及时关注相关政策。感谢大家的理解支持。                                                                                      教育部                                                                                 2020年4月24日 原图 
【疾控中心主任高福：新冠疫苗九月或有望可以紧急使用】中国疾控中心主任高福表示：“或许到九月份，我们能有一种在紧急情况下可以使用的疫苗。比如，如果疫情再次大规模暴发，仍处于第二或第三阶段临床试验的疫苗可以用于特殊群体（如医疗工作者），这要看情况。在我看来，也许明年初我们能研发出可用于健康人群的疫苗。这一切都取决于我们的研发进程。“ http://t.cn/A6wBfHBe 
【“五一”出游 长三角新增了这些列车】五一小长假期间，上海铁路局推行长三角铁路优化列车开行方案，计划启用22对长途直通和51对短途管内图定高峰线，同时增开50对管内临时旅客列车。运输期限为4月30日至5月5日，计6天。此外五一假期高铁动卧开行方案也有所调整。疫情当前，请通过相关平台据实填报个人健康登记信息，提前申请、生成有效健康码，以备查验时及时出示。 [组图共5张] 原图 
【江苏一季度江苏GDP同比下降5%  进入3月，主要经济指标增速回升明显】4月22日，江苏省统计局发布第一季度全省经济运行数据：地区生产总值为21002.8亿元，同比下降5%。分析认为，从主要经济指标增速来看，一季度疫情对全省经济增长的短期冲击较为明显，但3月份主要指标增速明显回升，经济增长恢复呈现良好势头。 原图 
【中央：大规模开展核酸和抗体检测】中央应对新冠肺炎疫情工作领导小组会议指出：①个别地方聚集性疫情又有发生，要引以为戒，高度重视防范聚集性疫情；②要加强“五一”假期疫情防控；③加强和完善边境口岸疫情防控工作。同时，大规模开展核酸和抗体检测。及相关服务。http://t.cn/A6wmw5J3 http://t.cn/A6wn1OY0 
【江苏向困难对象发放价格临时补贴2亿元】疫情防控期间，为应对物价快速上涨形势，江苏省社会救助体系对212万人次困难对象，发放价格临时补贴资金2亿元。将孤儿、事实无人抚养儿童、领取失业保险金人员纳入保障范围，将价格临时补贴按现行标准提高1倍发放。荔直播的秒拍视频  
"""【“苏影保”助力江苏电影业蓄势复苏】疫情突至，电影业如何走出困境？处境艰难的从业者，再次将目光聚焦江苏，寻求答案。在江苏省委宣传部、江苏省电影局指导下，江苏省信用再担保集团、南京银行股份有限公司联手推出支持全省电影业抗疫专项金融服务（以下简称 """" 苏影保 """"），为电影企业提供信用贷款服务，成功打造金融支持电影发展的 """" 江苏样本 """"。截至 4 月 21 日晚，"""" 苏影保 """" 就已发放贷款超 1.66 亿元，惠及省内 23 家电影企业，实现业内多项第一，为这场复苏之战赢得首捷。http://t.cn/A6wnont7 """
"""【江苏明确新冠病毒抗体检测、核酸检测等收费标准】日前，省医保局、省卫健委发布《关于新增、完善部分医疗服务项目价格的通知》（以下简称 """" 通知 """"），新增新型冠状病毒抗体检测和新型冠状病毒核酸检测等医疗服务项目，并确定了收费标准。新增新型冠状病毒抗体检测（包括总抗体、IgM、IgG）（编码 250403091）价格为 80 元 / 项；新增新型冠状病毒核酸检测（PCR 法）编码（250403092）价格为 240 元 / 次；患者住院期间新型冠状病毒核酸检测收费最高不超过 480 元 / 人。同时，完善超敏 C 反应蛋白测定（编码 250301017-c），将原方法学 """" 荧光免疫法 """" 修改为 """" 各种免疫学方法 """"。通知要求，此次新增医疗服务项目价格均为最高指导价格，不得上浮。新增医疗服务项目价格为试行价格，试行期为一年，试行期间医保支付类别为 """" 丙 """" 类。疫情防控期间，按江苏省医疗保障局、江苏省财政厅《转发国家医疗保障局 财政部关于做好新型冠状病毒感染的肺炎疫情医疗保障的通知》（苏医保电传〔2020〕2 号）和江苏省医疗保障局、江苏省财政厅、江苏省卫生健康委《关于做好新型冠状病毒感染的肺炎疫情医疗保障工作的补充通知》（苏医保电传〔2020〕4 号）的规定执行。通知还要求，各公立医疗机构要加强内部管理，实行价格公示，落实费用清单制，进一步规范医疗服务价格行为。 [组图共3张] 原图 """
【大学生注意！多省份明确高校开学时间】21日，海南省教育厅发布通知明确，海南高校5月9日开学，具备校园疫情防控条件的高等院校可安排毕业年级学生返校；毕业年级学生返校一周后，可安排其他年级学生分批错峰返校。高校开学时间汇总↓↓持续更新中，扩散周知！  原图 
【“防疫健康信息码”这10个常见问题，解答来了！】全国一体化政务服务平台上线“防疫健康信息码”服务以来，获得了广泛关注与使用，累计使用超过10亿次，有效助力疫情精准防控和有序复工复产。用户在申领使用“防疫健康信息码”的过程中，提出了一些问题和疑问，针对咨询较多的10个相关问题，现在集中解答啦！（国家政务服务平台） [组图共7张] 原图 
【谢谢每一份爱的回馈！致敬疫情中用行动传递的暖意】她是留学生，隔离结束后，选择到隔离点做志愿者，“把温暖传递下去”；他是新冠疫苗志愿者，他说自己只是个普通人，“有太多人为我们拼过命，现在该轮到我了”…这是疫情中让人泪目的暖心回馈↓谢谢你们，所有感受过温暖并将它传递的人。  [组图共9张] 原图 
【90秒盘点疫情后开学的孩子们：进了学校忘了教室 进了教室忘了座位】近日，全国各地的中小学校陆续开学，经历了漫长的寒假，回到学校的孩子们都是什么样的呢？幼儿园的好朋友没有分到一个班，双双抱头痛哭。小学生纷纷忘记了自己的教室在哪里，进了教室又忘了座位是哪一个。还有初中生忘了自己是哪个年级。http://t.cn/A6wHDldp 
#民生直达#【疫情期间 哪些人能领失业保险？】应对疫情影响，失业保险能够保障哪些人的基本生活？有哪些具体的保障措施？这些事要知道哦↓（来源：南京政务发布）  原图 
#生活提示#【毕业生，线上求职要知道这些事】又到毕业季，今年受疫情影响，企业和高校将传统的线下招聘转移到了线上。那么，如何投递电子简历？线上面试要注意什么？这份线上求职贴士送给正在求职的你！ 新华网的微博视频   
【全国猪价连续7周下降：猪肉每公斤降了6元】今年以来，受疫情影响，部分地区的农产品价格波动较大。农业农村部今日发布数据显示，近期，随着我国农产品流通基本恢复正常，价格以稳中有跌为主。农业农村部监测数据显示，3月份能繁母猪恢复提速，存栏环比增长2.8%，实现连续6个月增长；新出生仔猪继续增加，2月份、3月份环比增幅分别为3.4%、7.3%；生猪存栏环比增长了3.6%。农业农村部畜牧兽医局副局长魏宏阳说：“生产上的变化反映到价格上，就是生猪出栏价格连续7周下降，与2月份创的高点相比，降幅达到9.7%。从价格来说，每公斤降了6块钱，这是一个很大的降幅。”  http://t.cn/A6wlr0ro 
